opinion,sujet,checked_text
Favorable," Oui au classement par départements non aux restrictions de mode de destruction., le 22 juin 2023 à 19h26","Oui au classement par départements non aux restrictions de mode de destruction.. Je suis tout a fait favorable aux classements proposés par départements qui sont issues de concertations et analyses de données pluriannuelles.,Toutefois pourquoi introduire brutalement une restriction de modes de destructions dans certains départements et pour certaines espèces.,Si une espèce est classée ESOD elle doit pouvoir être régulé par tous les modes de destruction légaux."
Défavorable," Défavorable , le 22 juin 2023 à 19h25","Défavorable . Les renards fouines blaireaux détruisent les rongeurs NOMBRE par an pour un renard,Les corvidés sont de super éboueurs et limitent les transmissions de maladie. Les nuisances sont faibles par rapport aux bénéfices."
Favorable," avis favorable, le 22 juin 2023 à 19h25","avis favorable. Il es indispensable de réguler les ESOD listés à partir d’observations, de constations de dégâts avérés aussi bien dans la nature que chez les particuliers. Les opposants ne savent que contester les chiffres fournis et devraient se demander pourquoi des champs sont vides de culture après plusieurs tentatives d’ensemencements entièrement détruits par les corvidés.,Les dégâts commis ne devraient pas être couverts par les chasseurs ou piégeurs qui interviennent bénévolement mais par les associations d’opposants."
Défavorable," Anne Marie Morel Chaussende, le 22 juin 2023 à 19h24",Anne Marie Morel Chaussende. Je suis CONTRE le classement du renard et du blaireau comme espèce nuisible.
Défavorable," Avis très défavorable , le 22 juin 2023 à 19h24","Avis très défavorable . Depuis que le renard avait disparu de notre territoire, les rats avaient envahi les jardins… depuis peu le sublime renard roux sort de son terrier et enfin la chaîne alimentaire reprend ses droits. ,Respectez le vivant et cessez de croire que l’homme est supérieur aux autres espèces. ,Merci de respecter la nature"
Favorable," Avis favorable , le 22 juin 2023 à 19h23","Avis favorable . Il faut absolument réguler ces espèces sans les éradiquer bien sûr, en rajoutant la pie destructrice de nids et le blaireau discret mais efficace en terme de dégâts."
Favorable," je suis favorable au projet d’arrêté ministériel, le 22 juin 2023 à 19h22","je suis favorable au projet d’arrêté ministériel. favorable au classement communal pour le département du NOMBRE , relatif aux Renard roux, Fouine, Corneille noire et Pie bavarde,,pour la totalité des propositions de classement ainsi que l’ajout de NOMBRE classements supplémentaires demandés par certains préfets,,contre l’article NOMBRE ajoutant des conditions limitatives de destruction."
Défavorable," Défavorable , le 22 juin 2023 à 19h22",Défavorable . Toute discrimination raciale pour l’humanité est passible d’amende et bien plus encore. Pourquoi l’humain s’octroie t’il donc le droit d’en faire chez les animaux ….
Défavorable," totalement opposé  à la destruction des animaux sauvages, le 22 juin 2023 à 19h22",totalement opposé à la destruction des animaux sauvages. Classification scandaleuse à l’encontre de tous les avis scientifiques . les renards sont indispensables pour lutter par exemple contre la pullulation des campagnols qui détruisent les cultures. Laissez les espèces se réguler elles mêmes.
Défavorable," avis défavorable à la liste ESOD 2023-2026, le 22 juin 2023 à 19h21","avis défavorable à la liste ESOD NOMBRE - NOMBRE . Avis défavorable à la destructions de nos animaux sauvages…, le NOMBRE juin NOMBRE à ,,Le « droit à détruire » des espèces est un non-sens écologique..Il faudrait faire une ,évaluation scientifique pour démontrer les soi-disant destructions faites par ces espèces et aucune n’a été faite.,,Ces animaux sauvages jouent un rôle essentiel dans le fonctionnement des écosystèmes naturels, notamment sur le plan sanitaire : le Geai des chênes, le Corbeau freux, la Corneille noire, le Renard roux et la Martre des pins peuvent par exemple consommer d’autres animaux malades ou morts, limitant ainsi la propagation de maladies et contribuant à maintenir un milieu en bonne santé. En outre, la prédation des rongeurs par les renards et les fouines permet la diminution du risque de transmission de la maladie de Lyme sur l’homme par les tiques qu’ils véhiculent.,Plusieurs ""ESOD"" sont de véritables auxiliaires des activités agricoles et forestières. En tant que prédateurs spécialistes des petits rongeurs (campagnols, mulots…), le renard, la belette, la martre et la fouine permettent de contenir les populations de ces espèces dans les parcelles agricoles. Par exemple, une belette consomme en moyenne NOMBRE rongeurs dans l’année et le renard roux jusqu’à NOMBRE .,,Des solutions alternatives à la destruction existent et ne sont presque jamais mises en œuvre. Il est ainsi possible de concilier la présence de corvidés et les pratiques agricoles : enfouissement plus profond des semences, meilleure stratification du paysage rural (haies, structures boisées, perchoirs naturels et installations de perchoirs pour rapaces, effarouchement…). ,Des solutions efficaces existent aussi pour limiter la prédation sur les volailles d’élevage (grillage à mailles étroites suffisamment haut et profondément ancré dans le sol, répulsifs, surveillance…).,,Merci de prendre en compte mon témoignage, il ne va que dans le sens de la préservation de la biodiversité dans l’intérêt de l’humanité et en aucun dans le sens d’intérêts privés et ou financiers."
Défavorable," Defavorable aux mesures restrictives, le 22 juin 2023 à 19h21","Défavorable aux mesures restrictives. Des mesures restrictives sont appliquée à la régulation du renard ou de la fouine pour limiter les campagnols, Le vrai problème du campagnol n’est pas une question de prédateur, mais une question de paysage agricole et d’agronomie (arrachage des haies, monoculture de prairie, destruction des murets et autres éléments fixes du paysage). Le renard et la fouine ne sont pas en voie d’extinction, au contraire il ne sont jamais aussi bien portés. Je suis président d’une ACCA et habite en milieu rural, les dégâts qu’occasionnent ces espèces sont considérables j’en suis témoin assez régulièrement. Croyezvous que les gens vont accepter de se laisser détruire leurs volailles et jardins sans rien dire et rien faire ? N’oublions pas la pie n’est plus classée en esod en Ardèche et qui occasionne des dégâts. Croyezvous que les ruraux en on pas assez de toutes ces complexités et interdictions dictées par des énarques qui sont à des années lumière de la ruralité?"
Favorable," avis favorable au projet d arrètè ESOD, le 22 juin 2023 à 19h21",avis favorable au projet d arrête ESOD. ces animaux sont nocturnes et la chasse est interdite la nuit
Défavorable," Contre avis défavorable , le 22 juin 2023 à 21h15",Contre avis défavorable . Des multiples études ont conclu l’importance des différentes espèces dans leur milieu et des erreurs ont déjà été faites dans le passé ! Arrêtons de les reproduire ses erreurs et laissons les animaux tranquilles.
Défavorable," Avis défavorable , le 22 juin 2023 à 21h15","Avis défavorable . En période d’urgence climatique, il est important de sauver la biodiversité dans son ensemble. Le renard est un régulateur des petits rongeurs et permet de lutter contre la maladie de lyme !"
Défavorable," Non à la destruction d’espèces, non au classifications sans fondement.
, le 22 juin 2023 à 21h15",". La biodiversité s’équilibre d’elle même, depuis la nuit des temps. Les dégâts invoqués sont la conséquence de la réduction des habitats naturels par l’extension des espaces urbanisés. Le seul nuisible est donc l’homme, Incapable de vivre en collaboration avec les autres êtres vivants, qui eux se passent aisément de nous."
Défavorable," Contre l’arrêté, le 22 juin 2023 à 21h15","Contre l’arrêté. Sur le fond - le respect de la vie : l’élimination d’êtres vivants ne représentant pas une menace sérieuse est égocentrique. La peine de mort a été abolie. Les non-humains mériteraient également davantage de bienveillance. ,Sur l’argumentaire de dégâts : il est contestable, car construit à charge sans prise en compte des bénéfices apportés par les espèces. ,Sur la mise en œuvre : l’absence de volumes limitatifs de destruction ne permet pas de garantir un maintien des espèces en état de conservation favorable."
Défavorable," CONTRE, le 22 juin 2023 à 21h15","CONTRE. Totalement contre. Des espèces classées nuisibles par lez chasseurs, cultivateurs, pour le profit, plaisir pré-historique de tire… des espèces indispensables dans l’écosystème. Tout simplement scandaleux, ces animaux doivent rester dans notre environnement, leur disparition causerait un grave déséquilibre (moins de renards, plus de tiques…)."
Favorable," Favorable au maintien Esod, le 22 juin 2023 à 21h14",Favorable au maintien Esod. Il faut que tout le monde trouve sa place avec l’activité humaine. Une régulation est nécessaire.
Favorable," avis favorable en totalité., le 22 juin 2023 à 21h13","avis favorable en totalité.. La régulation des nuisibles a toujours existé, cela n’a pas empêché qu’ils se reproduisent chaque années et que cette populations reste a un niveau identique d’une année a l’autre. Restons raisonnable dans nos propos et dans nos réflexions."
Favorable," Avis favorable , le 22 juin 2023 à 21h13",Avis favorable . Avis favorable pour le maintien de la liste.
Favorable," Avis favorable, le 22 juin 2023 à 21h13",Avis favorable. Favorable à la classification Esod des espèces citées.
Défavorable," Défavorable à cet arrêté ministériel, le 22 juin 2023 à 21h12","Défavorable à cet arrêté ministériel. Ces animaux ne sont pas plus nuisibles que nous le sommes pour l’ensemble de la biodiversité. De plus, aucune preuve n’est apporté au public sur l’ampleur des dégâts que ces êtres vivants auraient causés."
Défavorable," Avis defavorable, le 22 juin 2023 à 21h12","Avis défavorable. Selon plusieurs études la destruction du renard roux n’a aucun effet, la population se régule elle même. Cela a également été observé au Luxembourg, suite au retrait de la liste des ESOD le nombre de renards porteurs de l’échinococcose est passé de NOMBRE à NOMBRE . Je ne comprends pas pourquoi les avis et les études des scientifiques comme Frédéric Jiguet pourtant membre du ONCFS ne sont pas prises en compte."
Défavorable," Contre , le 22 juin 2023 à 21h12","Contre . Je suis contre car chaque espèce à sa place dans la nature.,Ces animaux sont dit nuisibles car ils dérangent certains humains.,Ne pas oublier que les animaux sont des êtres sensibles et à ce titre ils méritent notre respect et notre protection.,Les humains finiront par détruire la biodiversité, déjà à l’heure actuelle de nombreuses espèces sont en déclin ou même carrément disparues.,Alors oui je suis contre à NOMBRE"
Défavorable," Avis défavorable, le 22 juin 2023 à 21h11","Avis défavorable. une méthodologie peu fiable : ,Où sont les relevés précis des dommages ? Quelles sont les sources si ce n’est une tradition et un délit de ""sale gueule ""?,Pourquoi ne pas questionner les lacunes locales de certaines exploitations agricoles ou terrains de particuliers pas assez protégés ?,pourquoi incriminer ces espèces de la diminution d’autres espèces (ex : prédation sur des juvéniles etc.) alors que les raisons profondes de la diminution des effectifs est avant tout imputable à la perte d’habitat et la diminution de la nourriture causées par l’artificialisation et un modèle agricole intensif.,pourquoi vouloir détruire des espèces, véritables auxiliaires pour les activités agricoles et forestières ? (Prédation contrés les mulots etc.),aidons plutôt les exploitants à adopter des mesures de protections en amont (grillage à mailles étroites suffisamment haut et profondément ancré dans le sol, répulsifs…"
," Non au projet d’arrêté , le 22 juin 2023 à 21h11","Non au projet d’arrêté . Non à ce projet d’un autre temps, oui aux écosystèmes naturels, oui à la vie sauvage. Les dommages sont rarement prouvés et la faune sauvage a déjà trop souffert de nos actions, laissons la vivre."
," Totalement opposé., le 22 juin 2023 à 21h10","Totalement opposé.. Arrêtons de vouloir tout détruire, de faire souffrir les animaux.,Laissons la nature se réguler, on a fait assez de dégâts comme ça.,Écoutons les scientifiques pour une fois !"
," Contre cet arrêté , le 22 juin 2023 à 21h10","Contre cet arrêté . Je suis contre cet arrêté. Dans un monde où l’écologie et la préservation des écosystèmes ont une place légitime grandissante, je trouve inadmissible que des espèces qui font partie d’un écosystème et qui participent à sa régulation soient qualifiées de nuisibles. ,Ce n’est pas à la nature de s’adapter à l’homme, mais bien à l’homme de s’adapter à la nature pour la préserver. Il l’a suffisamment détruite comme ça."
," Participation à la consultation
Projet d’arrêté pris pour l’application de l’article R. 427-6, le 22 juin 2023 à 21h10",Projet d’arrêté pris pour l’application de l’article R. NOMBRE - NOMBRE . NON au classement des animaux nuisibles
," je suis pour conserver les periodes et les modalites de destruction des especes susceptibles d occasionner des degats, le 22 juin 2023 à 21h10",je suis pour conserver les périodes et les modalités de destruction des espèces susceptibles d occasionner des dégâts. j habite la meme maison depuis NOMBRE ans je ne peux plus avoir de volailles depuis NOMBRE ans renards fouines corneilles et pies viennent régulièrement visiter le poulailler surtout au printemps
," Renard et geai des chenes, le 22 juin 2023 à 21h10",Renard et geai des chênes. Voici deux espèces qui apportent énormément de bienfaits et classés bien entendu idiotement parmi les nuisibles. Il serait temps de les retirer de la liste.
," Contre cet arrêté, le 22 juin 2023 à 21h08",Contre cet arrêté. Je renvoi à toute la littérature scientifique sur la catastrophe environnementale et l’effondrement de la biodiversité.
," Avis DEFAVORABLE  à toutes extermination , le 22 juin 2023 à 19h26","Avis DÉFAVORABLE à toutes extermination . STOP à l’arrêt de mort des soit disant nuisibles, qui en fait ne le deviennent par ce que l’homme en a décidé ainsi. ,La nature se régule très bien elle-même, tout se déréglé des que l’homme s’en mêle."
," defavorable, le 22 juin 2023 à 19h27",défavorable. le renard est un animal tres utile a la biodiversité je ne comprend pas la bêtise des chasseurs qui nourrissent des sangliers qui ravagent tout
," Avis DEFAVORABLE  à toutes extermination , le 22 juin 2023 à 19h27","Avis DÉFAVORABLE à toutes extermination . STOP à l’arrêt de mort des soit disant nuisibles, qui en fait ne le deviennent que par ce que l’homme en a décidé ainsi. ,La nature se régule très bien elle-même, tout se déréglé des que l’homme s’en mêle."
," Avis favorable au projet et arrêté ESOD, le 22 juin 2023 à 18h38","Avis favorable au projet et arrêté ESOD. Les dégâts de ces espèces ne sont ni indemnisés, ni assurables, ni facilement évitables. Il ne ,reste donc qu’à les contenir par la régulation des effectifs des espèces en cause."
," DEFAVORABLE, le 22 juin 2023 à 18h38","DÉFAVORABLE. Lorsque des études sérieuses menées par des scientifiques et non pas des enquêtes auprès de chasseurs ou d’éleveurs particuliers sans identification des prédateurs sur de potentiels nuisibles, nuisibles pour qui ? Pour quoi ? Chaque espèce à son prédateur, les ingérence de l’etre humain ont fait leurs preuves sur l’équilibre fragile de notre planète, continuons comme ça et dans quelques années ont subventionnera la réintroduction de ces nuisibles avec nos impôts, cf le loup, l’ours…"
," Contre contre et contre, le 22 juin 2023 à 18h38","Contre contre et contre. NOMBRE juin NOMBRE . Je suis contre !,Alors que la biodiversité connaît un effondrement dramatique, la destruction systématique des ESOD n’est pas acceptable. Mis à part la question de l’effondrement, cette politique est totalement inacceptable. Quelle absurdité"
," J’émets un avis favorable au texte proposé 
, le 22 juin 2023 à 18h37",". J’émets un avis favorable au texte proposé,, Je suis favorable aux propositions de ce texte.,,Ce classement ESOD des espèces proposées permettra une Régulation nécessaire et utile à la biodiversité,,Je pense qu’il va aussi falloir penser à classer ESOD une certaine catégorie de ""soit-disant Écolo"" qui n’y connaissent rien et sont, par principe, contre tout et donc des dangers pour la Biodiversité !"
," Avis défavorable, le 22 juin 2023 à 18h37","Avis défavorable. La protection des cultures a ses limites, cet arrêté est un blanc seing pour tous les amateurs de tirs sur animaux en dehors du cadre réglementé de la chasse. Et puis sérieusement, qu’estce que le geai des chênes vient faire dans cette liste, et pourquoi pas les écureuils tant qu’on y est ?"
," Avis favorable, le 22 juin 2023 à 18h36","Avis favorable. Il faut réguler les espèces qui causent des dégâts importants dans les cultures et des les élevages. Pour les renards en particulier, ils sont aujourd’hui porteur d’un parasite pouvant déclencher sur l’être humain une maladie mortelle, l’échinococcose alvéolaire. Il faut maintenir leur population a un niveau raisonnable et empêcher leur prolifération."
," Non à la destruction , le 22 juin 2023 à 18h36","Non à la destruction . Opposé à toute forme de destruction d’espèces. ,Préservons la chaîne de la biodiversité. ,La nature se régule d’elle même. ,Nous détruisons massivement leur espace de vie. ,Arrêtons d’intervenir sur tout et créer encore plus de problèmes.,Chaque espèce à ses prédateurs et bien plus avec les pesticides et les véhicules."
," Avis défavorable au projet d’arrêté pour l’application de l’article R.427-6 du code de l’environnement - ESOD, le 22 juin 2023 à 18h36","Avis défavorable au projet d’arrêté pour l’application de l’article R.427- NOMBRE du code de l’environnement - ESOD. Ce projet d’arrêté ne répond pas aux exigences de préservation de la biodiversité dans son ensemble (en situation d’effondrement suite aux différentes pressions anthropiques comme l’a établi l’IPBES) en ciblant des espèces considérées comme ""susceptibles d’occasionner des dégâts"", chaque espèce étant liée de manière complexe et inextricable à tout le vivant :,NOMBRE . Comment l’état des populations mises en cause est-elle validée ? Quelles méthodes d’estimation de la taille de ces populations sont utilisées avant de procéder à l’abattage (comment est calculé le ""seuil d’abondance"") ? En l’absence de données chiffrées et fiables, le principe de précaution devrait conduire à ne pas procéder à l’abattage de ces espèces.,NOMBRE . Comment sont confirmés les dégâts déclarés? Par exemple, dans le cas des espèces carnivores, la possibilité de dégâts provoqués par d’autres espèces, notamment domestiques telles que les chiens ou les chats errants, est-elle réellement écartée et de manière neutre (par une personne habilitée)?,NOMBRE . Des mesures ont-elles été mises en place en amont pour ne pas subir ces dégâts (blocage des accès aux zones attractives pour les espèces sauvages comme par exemple la fermeture des silos ou encore la fermeture des poulaillers la nuit etc.) ? Si tel n’est pas le cas, l’abattage ne réduira en rien la possibilité qu’il y ait encore des dégâts. ,NOMBRE . Quelles études montrent l’efficacité de telles mesures d’abattage? Est-il montré statistiquement que ces abattages réduisent le nombre de dégâts réels? ,NOMBRE . Il serait à l’heure actuelle bien plus pertinent d’apprendre à cohabiter avec des espèces sauvages et à autoriser l’atteinte d’équilibres entre les populations sans intervention brutale, radicale et conduisant peut-être à des effets ""positifs"" à court terme (au regard des intérêts humains) mais totalement dévastateurs à long terme (notamment avec un des effet s rebond s, d’autres espèces pouvant prendre le relais de la population abattue dans l’écosystème alors déséquilibré). Ainsi, la prise en compte simpliste d’effets à court terme ne doit pas prévaloir sur celle des effets à long terme, dans le cadre d’écosystèmes complexes et déjà fragilisés (par les diverses pressions anthropiques dont les deux conséquences majeures ne peuvent plus être niées, à savoir le dérèglement climatique et l’effondrement de la biodiversité).,NOMBRE . Un projet d’arrêté innovant serait un projet proposant d’aider à trouver des solutions pour préserver la biodiversité et l’aider à évoluer avec nous dans un monde changeant rapidement du fait de nos activités intenses. Il proposerait de former les personnes, concernées par ces dégâts ou susceptibles de l’être, à mieux connaître les espèces en cause, pour mieux protéger leurs biens tout en cohabitant avec ces populations sauvages. Il les aiderait à accepter que ces populations sont là et ont un droit d’existence (une certaine humilité de notre part devrait se réveiller sur ce point : nous ne savons que si peu de choses et les expériences telles que celle sur l’échinococcose ou encore l’introduction d’espèces envahissantes sont là pour nous le rappeler). En outre, les bénéfices de cette cohabitation sont désormais connus (comme la régulation des populations de rongeurs par les petits carnivores, permettant de limiter voire de supprimer l’achat et l’usage de rodenticides). L’équilibre des écosystèmes est fragile et toute activité humaine doit s’accompagner des mesures de biosécurité prenant en compte cette cohabitation, pour une alliance avec les autres vivants plutôt qu’une lutte. L’emprise de notre domaine vital sur celui des autres populations animales ne peut plus s’accompagner de l’élimination aveugle d’autres espèces, sous peine de devoir faire face à de bien plus grands dégâts. ,Malika Bouchez-Zakaria"
," Contre ce projet, le 22 juin 2023 à 18h36",Contre ce projet. Je suis contre ce projet qui considère des animaux sauvages comme des nuisibles et ce sans justifications scientifiques. La France a le triste record du nombre d’espèces sauvages dites nuisibles.
," favorable au projet esod, le 22 juin 2023 à 18h35",favorable au projet esod. Avis favorable au projet d’arrêté ESOD
," Avis favorable au projet d’arrêté ESOD 2023-2026, le 22 juin 2023 à 18h35",Avis favorable au projet d’arrêté ESOD NOMBRE - NOMBRE . Continuons à réguler les espèces nuisibles afin de limiter les dégâts qu’ils occasionnent aux cultures !
," Préserver le vivant , le 22 juin 2023 à 19h27",Préserver le vivant . Non ! On n’a peut être mieux à faire que le massacre des quelques espèces qui survivent malgré la réduction de leur territoire et la perturbation de leur chaîne alimentaire par l’homme.
," Avis favorable , le 22 juin 2023 à 18h39","Avis favorable . Je suis favorable au projet de classement du renard, de la corneille et de la pie sur l’ensemble du département du Gers.,NOMBRE - Je suis favorable à la totalité des propositions de classement ministériel et demande l’ajout de NOMBRE classements supplémentaires qui avaient été demandés par les préfets dans les départements. Je suis donc favorable aux NOMBRE classements accordés et contre les NOMBRE classements refusés par le ministère.,NOMBRE - Je suis contre le nouvel article (article NOMBRE ), ajouté à la dernière minute, et qui fixe des conditions limitatives de destruction."
," dégâts d’espèces nuisibles, le 22 juin 2023 à 18h39","dégâts d’espèces nuisibles. beaucoup de dégâts sont occasionnées par les renards et les corbeaux.,NOMBRE - Je suis favorable au projet de classement du renard, de la corneille et de la pie sur l’ensemble du département du Gers.,NOMBRE - Je suis favorable à la totalité des propositions de classement ministériel et demande l’ajout de NOMBRE classements supplémentaires qui avaient été demandés par les préfets dans les départements. Je suis donc favorable aux NOMBRE classements accordés et contre les NOMBRE classements refusés par le ministère.,NOMBRE - Je suis contre le nouvel article (article NOMBRE ), ajouté à la dernière minute, et qui fixe des conditions limitatives de destruction."
," je suis favorable, le 22 juin 2023 à 18h39","je suis favorable. chez nous en haute Loire le vrai problème du campagnol n’est pas une question de prédateur, mais une question de,paysage agricole et d’agronomie ,Le renard ne peut pas arrêter le développement d’une pullulation de campagnol dans ce,type de paysage agricole. C’est l’effet de débordement : les prédateurs sont débordés par la,masse sans cesse multipliée des campagnols, ils ne peuvent en manger plus que leur ration,journalière »,Les corneilles noires et les freux réalisent de gros dégâts à la période des semis.,Ces espèces n’ont pas de prédateur et leurs populations augmentent.,L’utilisation d’effaroucher dans les semis déplacent le problème mais ne le résout pas."
," Liste ESOD, le 22 juin 2023 à 18h41","Liste ESOD. La liste des ESOD doit être conservée avec un maximum d’animaux inscrits. Bien entendu chacun, chasseurs, piégeurs doit mesurer les prélèvements pour conjuguer diversité et protection des espèces sauvages en danger et protéger les élevages. Les poulaillers sont des vecteurs pour limiter les poubelles mais tout le monde n’a pas les moyens de construire une forteresse grillagée. Stop à la soit disant écologie punitive."
," Avis défavorable , le 22 juin 2023 à 18h41",Avis défavorable . Je suis contre dans certaines régions ces espèces sont déjà inexistantes ou quasiment absentes. Ces espèces devraient être protégées.
," Contre les classements arbitraires et les abattages , le 22 juin 2023 à 18h40","Contre les classements arbitraires et les abattages . Il existe d’autres moyens d’amoindrir les dégâts causés par ces animaux. Consultez les associations comme la LPO qui s’époumonent depuis des années à crier que ces classements sont dépassés et pour la plupart reposent sur des données erronées ou pas de donnée.,Cessons de penser au meurtre dès que quelque chose de vivant ne cadre pas avec nos plans. Il est temps d’apprendre à vivre avec ces espèces."
," Je suis favorable à cet arrêté, le 22 juin 2023 à 18h40","Je suis favorable à cet arrêté. Pour la protection du gibier, il est justifié qu’il existe une régulation de ces ""ESOD"", notamment lors de la reproduction du gibier au printemps et la chasse est fermée à cette époque.,Ce n’est pas parce qu’une espèce est classée « ESOD » qu’elle sera effectivement régulée, ,de partout et en tout temps. L’inscription sur les listes des « ESOD » n’est pas une obligation de réguler. C’est une simple autorisation administrative encadrée, afin de faire face aux dégâts occasionnés."
," Gestion des ESOD, le 22 juin 2023 à 18h40","Gestion des ESOD. Les synthèses internationales de toutes les études scientifiques expérimentales montrent qu’une régulation des prédateurs augmente la reproduction des proies de ce dernier. Ces espèces sont très communes en France, présentes quasiment partout, et abondantes. Ça n’est pas parce qu’on ne les voit pas qu’il n’y en a pas."
," Avis favorable au projet d’arrêté, le 22 juin 2023 à 18h39","Avis favorable au projet d’arrêté. Régulation ne veut pas dire extermination,La régulation est indispensable pour palier à l’insuffisance des prédateurs. Il s’agit d’un outil permettant d’obtenir un équilibre entre les espèces.,Le loup est régulé pourquoi le renard la pie, la martre, etc….ne le seraient pas ?"
," Contre la destruction des espèces dites nuisibles, le 22 juin 2023 à 22h04","Contre la destruction des espèces dites nuisibles. La destruction des espèces par les humains est non seulement une grave erreur mais elle entraîne une aggravation de l’équilibre de nos écosystèmes déjà très en danger. ,Ces animaux sauvages jouent un rôle primordial dans l’équilibre de la nature et sont indispensables pour la richesse de la biodiversité. Force est de constater que chaque intervention de l’humain ne fait qu’endommager cet équilibre précaire. ,Des alternatives à la destruction existent pourtant mais ne sont hélas presque,jamais utilisées."
," Non à l’abattage des espèces sauvages, le 22 juin 2023 à 22h11","Non à l’abattage des espèces sauvages. le Corbeau freux, la Corneille noire, la Pie bavarde, le Geai des chênes, l’Étourneau sansonnet, la Belette d’Europe, la Fouine, la Martre des pins, le Renard roux,,Pourtant, au-delà de l’aspect éthique que cette liste questionne, cette décision politique est un non-sens scientifique, écologique et économique.,Dans le contexte d’urgence écologique et de l’effondrement de la biodiversité, il est urgent de changer notre rapport au vivant, car cette destruction de masse “porte préjudice aux écosystèmes, voire à l’agriculture” (et donc à nous, humains).,,En effet, les nombreuses années d’observation scientifique prouvent le rôle écologique vertueux de ces animaux : régulateurs de populations d’autres espèces, dissiminateurs de graines, équarrisseurs naturels… Ces animaux sont indispensables dans nos écosystèmes.,Pour Frédéric Jiguet, ornithologue et biologiste au Muséum national d’Histoire naturelle, la destruction de ces espèces et l’absence de suivi d’efficacité de ces méthodes de gestion de nuisances est une « aberration scientifique et écologique ».,,En effet :, D’une part, il n’existe actuellement pas de protocole pour suivre leurs populations avec précision.,, D’autre part, les données sur les « dommages » réellement occasionnés et remontés par les piégeurs agréés aux départements sont basées sur de simples déclarations et restent donc partielles, voire biaisées,Il n’existe en effet pas de protocole standardisé pour identifier l’auteur de ces « dommages », ni pour évaluer la fiabilité des informations transmises.,, Enfin, la destruction des ESOD est réalisée sans obligation de résultats, ni de leur efficacité.,Ce qui signifie qu’il n’y a actuellement pas d’évaluation des coûts et bénéfices écologiques et économiques, ni prise en considération des aspects éthiques de ces mesures.,,Chez Bords For Change, nous pensons qu’il est urgent de repenser notre cohabitation avec cette biodiversité, qu’il existe des moyens de le faire et ce dès maintenant.,Nous vous invitons donc à exprimer votre opinion dans cette consultation publique, seul levier qui peut empêcher la mort de millions d’individus pour rien, aux frais du contribuable, et ce pour les NOMBRE prochaines années."
," Avis favorable , le 22 juin 2023 à 22h09","Avis favorable . Les espèces classées dans les Esod doivent être régulées. On parle beaucoup de biodiversité, ce espèces font partie de la biodiversité mais peuvent occasionner des dégâts quelquefois importants aussi bien dans la faune sauvage que domestique ."
," Soutien à toute forme de vie et aux écosystèmes, le 22 juin 2023 à 22h09","Soutien à toute forme de vie et aux écosystèmes. Je dis OUI à :,l’interdiction du déterrage du renard à l’échelle nationale ;,la reconnaissance du rôle bénéfique de toutes les espèces dans les écosystèmes et vis-à-vis des activités humaines ;,une refonte de la procédure de classement qui est une instruction à charge menée par les chasseurs et dont les données sont invérifiables ;,l’interdiction de tuer ces espèces pour satisfaire les intérêts liés à la chasse, ,la mise en œuvre obligatoire de méthodes alternatives à la destruction pour toutes les espèces, ,un zonage par espèce prenant en compte les dégâts constatés et la présence d’exploitations agricoles, et l’interdiction de tuer ces espèces en dehors des activités sensibles à leur présence.,,Je dis NON :,à toute forme d’abattage portant atteinte aux équilibres écosystémiques ;,à la chasse en général, qui n’a plus aucun sens depuis que nous mangeons tous à notre faim. Tuer par loisir est un comportement sanguinaire et dangereux.,,Quand comprendronsnous que l’Homme doit s’intégrer à la Nature et cesser de détruire ce qui ne l’arrange pas?"
," Je suis contre , le 22 juin 2023 à 22h08","Je suis contre . Membre de la LPO , pour le respect du vivant ."
," Avis favorable au projet, le 22 juin 2023 à 22h08",Avis favorable au projet. Il y a toujours plus de dégâts et c est pour cela que je suis favorable.
," Je suis favorable a la régulation des ESOD. , le 22 juin 2023 à 22h08",Je suis favorable a la régulation des ESOD. . Je suis favorable à la régulation pour maintenir un certain équilibre de la faune sauvage
," Je m’oppose à la liste ESOD, le 22 juin 2023 à 22h07","Je m’oppose à la liste ESOD. Habitant à la campagne avec ruches, poulailler et grand potager je n’ai à me plaindre d’aucun animal classé ESOD. J’observe toujours avec grand plaisir et régulièrement des renards et la martre des pins autour de chez moi, la belette se fait malheureusement de plus en plus rare. ,Soyons honnête, cette liste à comme objectifs de satisfaire les chasseurs dans leur loisir mortifère et d’ éradiquer les prédateurs qui mangent leur gibier élevé en batterie. ,Le monde rural est fatigué de ces Nemrod qui privatisent la campagne pendant NOMBRE mois de l’année avec leur NOMBRE fois NOMBRE alors que les gens modestes ne peuvent même pas aller se promener à pied autour de chez eux."
," Favorable , le 22 juin 2023 à 22h07","Favorable . Attention beaucoup de dégâts sont fait par c est prédateur déjà classé, ne pas faire l’erreur de les enlever ça pourrait coûter cher à certains personne."
