sujet;checked_text;opinion
protégeons le loup, le 26 novembre 2023 à 10h04;protégeons le loup. Le loup a réussi a réguler en NOMBRE an les grands ongulés de trente pour cent. Chose que les chasseurs non jamais réussi à réaliser malgré les subvention énormes de l’état de français pour atteindre ce cota. Nous n’avons donc plus besoin des chasseurs pour la régulation, mais du loup oui !;Défavorable
La protection des loups n’est pas abordée dans le projet :, le 26 novembre 2023 à 10h04;La protection des loups n’est pas abordée dans le projet :. La protection des loups n’est pas abordée dans le projet : Aucun objectif de protection des loups ne figure dans le projet alors que l’espèce est classée « vulnérable » en France. Rien n’est prévu pour garantir que la population de loups se portera bien à l’avenir. Le projet de PNA va même jusqu’à acter la nécessité de renforcer le recours aux tirs létaux. Difficile d’imaginer moins protecteur que cela. Comme l’indique le CNPN, la continuité des tirs, y compris durant la période de reproduction, est contraire à l’essence même du statut d’espèce protégée.;Défavorable
Karine, le 26 novembre 2023 à 10h04;Karine. Non non et non les loup sont toujours en voie d’extinction je vous le rappelle !! Tirer sur un meute la désorganisera et les attaque de loup seront plus plus plus fréquente ! Et n’oublions pas le loup est indispensable à la biodiversité;Défavorable
Laissez les loups , le 26 novembre 2023 à 10h05;Laissez les loups . Les loups sont un chaînon essentiel de la biodiversité, ce projet est absurde et insensé. Le loup est et reste une espèce menacée ! Les tirs ne font que désorganisé les meutes et provoqueront de nouvelles attaques, c’est l’homme qui a commencé à attaquer, les loups ne font que survivre.;Défavorable
Très faux, le 26 novembre 2023 à 10h12;Très faux. Les loups sont peut-être responsables d’environ NOMBRE des morts de bovins et de veaux, un peu plus pour les moutons et les agneaux. La plus grande source de perte de bétail n’inclut pas les loups ou d’autres prédateurs.;Défavorable
Les loups sont importants pour la biodiversité , le 26 novembre 2023 à 10h13;Les loups sont importants pour la biodiversité . Les loups sont extrêmement important pour notre biodiversité, ces eu qui régule le mieux la population des animaux est surtout ces animaux était là il y a des années ces nous qui les avons tué donc non ne faites pas cette bêtise.;Défavorable
#loupsendanger😠, le 26 novembre 2023 à 10h14;#louangeusement . C’est complètement scandaleux de faire ça alors qu’il y a NOMBRE ans on était tous entrain de se plaindre qu’il était entrain de petits a petit de disparaitre;Défavorable
Pascale prono , le 26 novembre 2023 à 10h16;Pascale prono . Le loup est doit continuer à être protégé. Il constitue un maillon indispensable à la régulation des sangliers et autres… je me pose des questions, pourquoi le loup en France estil encore chassé alors qu’il doit être protégé ?;Défavorable
Non au déclassement des loups comme espèce protégée, le 26 novembre 2023 à 10h18;Non au déclassement des loups comme espèce protégée. Les loups jouent un rôle important dans l’équilibre de la biodiversité en France. Faciliter sa chasse aurait de graves conséquences sur cette dernière.;Défavorable
Non à l’abattage des loups, le 26 novembre 2023 à 10h20;Non à l’abattage des loups. Les loups sont essentiellement pour la biodiversité. Les tiers augmente les attaques. Protéger vos troupeaux ne tuer pas les loups !;Défavorable
plan loup, le 26 novembre 2023 à 10h21;plan loup. Les loups sont juste hyper important pour la biodiversité, on ne peut pas simplement les supprimer;Défavorable
Scandale , le 26 novembre 2023 à 10h21;Scandale . Les loups font aujourd’hui parti intégrante de la biodiversité, de quel droit pouvezvous prendre ce genre de décision, aussi impactant sur la nature ! Je dis NON;Défavorable
Mme carnazza , le 26 novembre 2023 à 10h21;Mme carnaval . Non à l’abattage des loups, apprenons à vivre avec la nature au lieu de la détruire.;Défavorable
Sans titre, le 26 novembre 2023 à 10h21;"Sans titre. Laissez nous une chance de réparer notre destruction de la nature. Si le loup redevient le prédateur naturel de nos forêts, nous éviterons les aberrations que sont le ""nourrissage"" des gibiers par les chasseurs qui les tirent comme à la fête foraine sous prétexte de ""régulation"" alors qu’ils entretiennent eux-mêmes cette surpopulation. - Le plan précédent n’a pas vraiment été évalué - Celui-ci présente des approches biaisées, totalement négative pour le loup et seulement positive pour le pastoralisme. - L’avis du Conseil National de Protection de la Nature n’a pas été pris en compte. Ce projet de plan national d’action est, comme dans beaucoup de cas, en contradiction avec les annonces pro-environnementales du gouvernement.";Défavorable
Défavorable, le 26 novembre 2023 à 10h25;Défavorable. Les loup sont essentiellement a la biodiversité Et Les tirs désorganise les muets et augmente les attaques;Défavorable
Non à l’abattage des loups, le 26 novembre 2023 à 10h25;Non à l’abattage des loups. Les loups sont essentiels à la biodiversité. Déclasser leur protection c’est courir vers leur extinction.;Défavorable
Plan contre le loup, le 26 novembre 2023 à 10h27;Plan contre le loup. Il me semble incroyable de vouloir tout réguler et de ne pas laisser la nature reprendre ses droits ! Il y a d’autres solutions envisageables qui permettraient de partager les territoires et de laisser la nature en harmonie. Pourquoi nourrir les loups puis ensuite les tuer pour réguler leur population ?;Défavorable
non a l’abattage des animaux protégés, le 26 novembre 2023 à 10h28;non a l’abattage des animaux protégés. Je refuse que l’on abatte des loups. C’est interdit par la législation.;Défavorable
Sauver le loup, le 26 novembre 2023 à 09h00;Sauver le loup. Le loup est une espèce nécessaire à notre biodiversité, comme les observations réalisées au Parc du Yellowstone l’ont démontré. Aussi il est préférable de conserver actuel des loups et d’éduquer les éleveurs en leur montrant comment cohabiter avec cette espèce essentielle. La nature n’est pas une adversaire, nous devons vivre avec elle, et la prédation fait partie des rouages essentiels de notre monde. La chasse humaine est très loin de remplir le rôle biologique de la prédation animale en cela que non seulement beaucoup d’espèces hybrides et habituées à l’homme sont relâchées et ravagent les cultures de nos paysans, mais également parce qu’elle retire l’animal mort du cycle biologique de décomposition et de renouvellement des sols. La prédation animale, notamment par le loup, permettrait de remplir ce rôle, tout en ne représentant qu’une faible menace pour les activités humaines et l’Homme lui-même, contrairement à des prédateurs plus imposants, tels que l’ours ou même l’homme lui-même. Ainsi, il est préférable de conserver le statut de préservation actuel du loup.;Défavorable
NON , le 26 novembre 2023 à 09h02;NON . Je suis contre ce plan, les loups sont nécessaires à la biodiversité, on doit protéger ce qui reste de la faune et la flore;Défavorable
Biodiversité , le 26 novembre 2023 à 09h02;Biodiversité . Le loup est un acteur indispensable à la biodiversité.nous devons apprendre à vivre avec lui . inspiré vous de ce qui se fait en Italie pour les loups par rapport au bergeronnettes de tout vouloir nous accaparé,tout vouloir posséder . Le monde de demain doit se faire avec la biodiversité.;Défavorable
Stop à ce plan , le 26 novembre 2023 à 09h07;Stop à ce plan . Stop à ce plan, le loup est une espèce strictement protégée et doit le rester. Il est essentiel pour la biodiversité et justifier son abattement par l’extension humaine est inacceptable.;Défavorable
Une aberration !, le 26 novembre 2023 à 18h57;Une aberration !. Il faudrait faire l’inverse, laisser le loup se déployer partout ! mais pour cela nos espaces de nature doivent être riches et avoir des continuités écologiques pour que le loup n’ait pas à prédateur le bétail, alors qu’il va spontanément aller vers les ongulés par exemple.;Défavorable
Non au nouveau plan loup, le 26 novembre 2023 à 18h57;"Non au nouveau plan loup. Je suis opposé à ce nouveau plan loup qui n’a que pour but de détruire cette espèce qui devrait être totalement protégée. Macron fait la leçon partout pour dire aux autres pays de protéger leur environnement pour protéger leur biodiversité et pendant ce temps ce personnage autorise toutes les dérives en matière de chasse et de non protection des espèces. Un comble ! Avant de donner des leçons commençons "" la France ""par protéger notre patrimoine sauvage. Non à ce nouveau plan loup. Yvan Martin";Défavorable
NON AU NOUVEAU PLAN LOUPS 2024/2029, le 26 novembre 2023 à 18h57;"NON AU NOUVEAU PLAN LOUPS NOMBRE NOMBRE . Estce vraiment encore utile d’argumenter en sachant que les responsables des ministères du développement durable, de l’agriculture, de l’intérieur,… bref le gouvernement a toutes les données sérieuses et études scientifiques qui démontrent l’arbitraire et la stupidité de ces mesures, mais décidera malgré tout et contre l’opinion publique (à coup de NOMBRE s’il le faut) de satisfaire les intérêts du far-est (FNSEA, fédérations de chasse, et industriels de la barbaque). TUER, TUER ! seul programme retenu car seul programme compris par nos fameux ""acteurs de la ruralité"" et despotes locaux, pour qui la biodiversité ""ça commence à bien faire !"" Après eux, le déluge !";Défavorable
NON AU PLAN LOUP, le 26 novembre 2023 à 18h59;NON AU PLAN LOUP. NON AU PLAN LOUP;Défavorable
Non à l’abattage des loups , le 26 novembre 2023 à 11h41;Non à l’abattage des loups . En tant que grand prédateur le loup est indispensable aux équilibrés des écosystèmes, à la gestion des populations et des maladies. Ce n’est pas une action pour vivre avec mais pour le contrôler;Défavorable
Contre l’abattage des loups, le 26 novembre 2023 à 11h45;Contre l’abattage des loups. Bonjour, Je suis contre ce projet d’abattage des loups. D’autres solutions existent. La biodiversité est fragile, il faut préserver toutes les espèces qui vivent sur cette planète. C’est à nous de faire des efforts et d’arrêter d’empiéter sur leurs territoires. Merci de votre attention.;Défavorable
Non à ce projet, le 27 novembre 2023 à 14h43;"Non à ce projet. Il est temps de changer la façon de considérer le ""sauvage"" qui nous entoure ; Notre inculture nous fait faire des erreurs regrettables pour l’avenir. Une meute de loups constituée nous tient à distance et s’attaque à la faune sauvage. Elle joue un rôle de régulation (pour les populations de sangliers, chevreuils…). Les tirs désorganisent les meutes, et favorisent l’isolement des loups. C’est plus fréquemment ces loups isolés qui attaquent la faune domestique. D’autres pays ont appris à cohabiter avec les loups, pourquoi pas nous.";Défavorable
Il faut changer de logiciel, le 27 novembre 2023 à 14h44;Il faut changer de logiciel. Nous sommes un danger pour la planète et pour les autres hommes, pas le loup. Il faut cesser de détruire tout ce qui nous dérange. un peu d’humilité.;Défavorable
Défavorable à ce plan, le 27 novembre 2023 à 16h56;Défavorable à ce plan. Ce n’est pas en continuant à agir selon des modes de pensées éculés que nous arriverons à vivre en harmonie avec les autres vivants. Nous en sommes encore à nous appuyer sur des mythes et une méconnaissance du loup. Aucune évaluation n’a été faite du PNA précédent. Ce dernier devait permettre l’atteinte du bon état de conservation de l’espèce en France tout en assurant le soutien et l’accompagnement du pastoralisme. Il n’est fait aucunement état des impacts positifs de la présence du loup ni des impacts négatifs de l’élevage. Il ne s’agit que d’un document à charge contre le loup. Nous n’avons aucun droit de décider qui doit vivre ou mourir parmi les vivants de cette planète, la plupart étaient présents bien avant nous ! Il est temps de passer à un autre paradigme.;Défavorable
Désaccord avec le futur plan loup, le 27 novembre 2023 à 16h55;Désaccord avec le futur plan loup. Continuons à travailler à la protection des troupeaux, c’est la meilleure voie pour concilier protection de la nature et pastoralisme. Il est démontré que les tirs de loups déciment la meute et forcent les individus restants à s’éparpiller et de nouveau seuls, ceux ci ne peuvent que se rabattre sur des proies( troupeaux) plus faciles pour se nourrir.;Défavorable
Sans titre, le 27 novembre 2023 à 16h55;Sans titre. Défavorable au projet de Plant d’action NOMBRE - NOMBRE sur le loup et les activités d’élevage., le NOMBRE novembre NOMBRE à Les grands prédateurs français font partie du patrimoine naturel régulant ce que certains considèrent comme des indésirables. Veuillez les laisser faire ce que d’autres font mal.;Défavorable
Il faut sauver le pastoralisme en permettant aux éleveurs d’emmener les troupeaux en estives, le 27 novembre 2023 à 16h54;Il faut sauver le pastoralisme en permettant aux éleveurs d’emmener les troupeaux en estives. Le pastoralisme fait parti de l’histoire française et du façonnage des territoires. Avec les nombreuses OP fromagères notamment, l’estive fait partie intégrante du système. Les hordes de loups sont de plus en plus nombreuses et menace cet équilibre agricole. On dénombre en effet NOMBRE victimes du loup en NOMBRE .;Favorable
non au plan loup, le 27 novembre 2023 à 16h53;non au plan loup. le loup est une espèce protégée qu’il faut préservée, tout en aidant les éleveurs à maintenir les estives avec du personnel et des chiens de protection.;Défavorable
NON  au PNA 24-29  sur le loup et les activités d’élevage , le 27 novembre 2023 à 16h50;NON au PNA NOMBRE - NOMBRE sur le loup et les activités d’élevage . Le loup aide à maintenir l’équilibre naturel. Il est indispensable à l’écosystème. Son classement juridique doit être pérennisé . Il est nécessaire de favoriser la coexistence loups et activités humaines notamment pastorales .;Défavorable
avis défavorable, le 27 novembre 2023 à 22h09;avis défavorable. quand nos politiques comprendrontils que la nature ne leur appartient pas ? il me semble que l’opinion publique vous montre le chemin a adopter, non ? La cohabitation plutôt que le massacre, c’est un message universel, a méditer sans cesse. Une habitante d’un endroit de chartreuse où le loup est présent depuis longtemps et où je n’ai jamais eu le privilège de l’entrevoir…;Défavorable
Avis défavorable !!! , le 27 novembre 2023 à 15h50;Avis défavorable !!! . Je suis défavorable au plan national d’action NOMBRE - NOMBRE sur le loup et les activités d’élevage. Le loup est vraiment très important pour notre biodiversité. Merci de le protéger au lieu de l’attaquer.;Défavorable
Avis défavorable, le 27 novembre 2023 à 21h58;Avis défavorable. Je vous invite à regarder les exemples de cohabitation qui se passent très bien en Europe comme dans les Abruzzes (Italie). La déprédation peut être fortement limitée par des mesures simples et efficaces : les patous, les clôtures… Il n’y a eu plus une seule attaque causant des dégâts depuis des années. Le loup comme l’ours est une espèce clé de voûte et parapluie de pleins d’autres espèces qui jouent un rôle clé dans l’écosystème. Le loup permet la régulation et la dispersion du gibier, la réduction de la prolifération parasites et autres agents pathogènes… Pourquoi vouloir choisir l’option radicale de tirs létaux sur les les loups qui éclatent les meutes et causent des déstructurations sociales aux effets amplifiés sur la dynamique de population. Il existe des solutions alternatives aux tirs : le marquage du territoire, la formation des bergers,… C’est un changement éthique et socio-culturel à privilégier que de vouloir toujours prôner une régulation qui n’a d’existence que son nom.;Défavorable
Défavorable , le 27 novembre 2023 à 21h58;"Défavorable . ""Le loup est une espèce strictement protégée au niveau international et européen."" Quoi dire de plus ? ! Ré apprenons à vivre avec le loup.";Défavorable
AVIS DÉFAVORABLE , le 27 novembre 2023 à 21h54;AVIS DÉFAVORABLE . L’abattage de loup désorganise les meutes et ne fait que augmenter le risque d’attaques !;Défavorable
madame, le 27 novembre 2023 à 21h50;madame. lisez les multiples bienfaits de la réintroduction du loup dans les parcs nationaux américains. la Présidente de l’UEuropéene n’aime personnellement, spontanément ,pas le loup !;Défavorable
Non au plan loup, le 27 novembre 2023 à 16h56;Non au plan loup. Le CNPN a déjà donné un avis défavorable. L espèce doit rester strictement protégée, il y a des meilleurs moyens pour protéger les éleveurs et les indemniser à hauteur du préjudice. Ce serait une fierté pour l état français de pouvoir gérer positivement la population des loups sans prélèvements à l aveugle, délétère pour les meutes. Osons une autre vision de la nature !;Défavorable
Avis défavorable à la régularisation des loups en 2024, le 27 novembre 2023 à 21h45;Avis défavorable à la régularisation des loups en NOMBRE . Je suis contre le fait de cette soi-disant « régularisation »des loups Ils sont essentiels à l’équilibre de la biodiversité , inscrit sur la liste rouge des espèces menacées de l’UICN en France. Donc s’il vous plaît, arrêtez de cacher le fait qu’il n’y a pas assez de place sur cette planète pour tout le monde et beaucoup trop d’êtres humains qu’on doit « réguler » les animaux pour soi-disant nous protéger et avoir beaucoup plus de place pour l’humain.;Défavorable
Avis défavorable , le 27 novembre 2023 à 21h37;Avis défavorable . Le loup a sa place dans la nature. Il y serait davantage présent si l’homme ne l’avait pas éradiqué. Il participe à l’équilibre de l’écosystème. Arrêtons de penser que l’homme est au dessus de tout , il doit lui aussi s’adapter.;Défavorable
Le PNA gestion du loup pour la periode 2024-2029 ne va pas assez loin., le 27 novembre 2023 à 21h27;Le PNA gestion du loup pour la période NOMBRE - NOMBRE ne va pas assez loin.. Très mauvaise évaluation du nombre de loups. Il faut trouver d’autre moyens pour avoir une réelle idée du nombre de loups. Plus de régulation pour protéger les troupeaux et les éleveurs !;Favorable
Avis défavorable, le 27 novembre 2023 à 21h24;Avis défavorable. La plan proposé n’est pas équilibré et ne fait que pencher en faveur des parties qui veulent sa régulation. Les avis des associations environnementales et des scientifiques sont une nouvelle fois ignorés. Penser que l’éradication du loup sera la solution aux problèmes de l’élevage est une aberration. Comme pour tous les autres problèmes auxquels la profession est confrontée, il faut réfléchir et entamer des mesures d’adaptation (manque d’eau l’été, températures caniculaires, réduction des rendements agricoles destinés à nourrir le bétail…). Le loup n’est finalement qu’un problème minime. Le loup est également indispensable à l’équilibre des écosystèmes en contribuant à la régulation des sangliers, cervidés…;Défavorable
Mon avis est défavorable, le 27 novembre 2023 à 21h22;Mon avis est défavorable. Mon avis est défavorable à ce PNA, car il ne prend pas suffisamment en compte les avis scientifiques de CNPN ou du Muséum. De plus, j’attends d’un PNA qu’il soit évalué, afin de valoriser les mesures qui ont été positives , et de modifier ou adapter les négatives. Enfin, j’attends d’un PNA, qu’il vise à la conservation de l’espèce, ET à la protection des activités humaines d’élevage. Bon courage à tous.;Défavorable
Avis défavorable , le 27 novembre 2023 à 21h19;Avis défavorable . Avis défavorable. Siècle après Siècle nous avons grignoté leur territoire et aujourd’hui il faut encore les éliminer? N’avonsnous pas assez déséquilibré la biodiversité de la Terre ? Laissez donc ces animaux en paix et occupons nous plutôt de ceux qui détruisent la planète (déforestation, industrialisation, surconsommation, pollution etc..).;Défavorable
Non au nouveau plan loup, le 27 novembre 2023 à 21h18;Non au nouveau plan loup. Ce nouveau plan est une honte au regard de la protection de la biodiversité prônée par ailleurs par le gouvernement. La destruction de loups au hasard provoque l’éclatement des meutes, l’isolement d’individus qui ne pouvant plus chasser en meute sont contraints pour survivre de se rabattre sur des animaux domestiques. Lesquels sont insuffisamment voire pas du tout protégés, surtout sur les fronts de colonisation. Protéger la biodiversité, c’est aussi en accepter les inconvénients. Aux hommes de s’adapter autrement qu’en détruisant. Ours, loup, lynx, phoque, dauphin, castor (abattage de fruitiers en bordure de rivière), … des espèces à combattre par la destruction pour certains. C’est ça le principe de la protection des espèces parapluie et la lutte contre l’extinction (sixième) des espèces ?;Défavorable
Le loup est et doit rester une espèce protégée, le 27 novembre 2023 à 21h07;Le loup est et doit rester une espèce protégée. Ce projet est scandaleux. Le loup est et doit rester une espèce protégée. Il est navrant qu’encore aujourd’hui, l’homme s’arroge le droit d’être le seul prédateur et dénie la réalité de la chaine alimentaire en éradiquant les prédateurs naturels. Ce projet prouve que le gouvernement n’a aucune conscience écologique et préfère satisfaire à la pression des lobbies (FNSEA, chasseurs …) plutôt que de chercher à préserver la biodiversité. Ce projet prouve l’hypocrisie du ce gouvernement (la Première Ministre Élisabeth Borne) qui devant les caméras feint de s’inquiéter de la sixième extinction des espèces. Honte à vous !!!;Défavorable
avis favorable, le 27 novembre 2023 à 21h02;avis favorable. l’expansion démographique des loups doit être contrôlée. Le PNA est un pas dans le bon sens , car a chaque fois que l’homme a voulu interdire il y a eu débordement de l’espèce trop protégée. Voir le cas du cormoran qui a anéanti la profession de pisciculteur. Des objectifs ont été fixés pour la réintroduction du loup et ils ont été dépassés. Il faut sauver une profession qui va disparaitre si rien est fait. Celui qui n’est pas d’accord avec ce PNA , c’est qu’il n’est pas concerné par la nature comme celui qui y vit. Il faut penser que la sécurité des hommes doit être assurée. Faire un entrainement seul la nuit dans le milieu naturel devient dangereux et l’actualité nous le prouvera à la venue prochaine d’un drame. La Suisse vient de donner l’exemple dans le contrôle des populations de loups. Dans le canton du Valais les chasseurs sont autorisés a faire les prélèvements dans un grand programme de régulation. Le PNA doit être établit sur des données fiables et recoupées par différentes sources. L’OFB a fait preuve de légèretés sur les chiffres de comptages annoncés suite aux réévaluations qu’il a fallu réaliser. Appuyons nous sur des éléments de sources variées, vérifiables et recoupées. Les moyens de protections utilisés semblent à la vue des constats de prédations trop peut efficaces, espérons que la venue de volontaires pour garder les troupeaux la nuit soit d’une meilleur efficacité. Trouver un statut au chien de protection du troupeau est une bonne chose pour protéger le propriétaire juridiquement. Le protocole de tir du loup après une attaque de troupeau est un moyen d’aide majeur pour l’éleveur . Dans ce cas ,c’est une aide psychologique importante, dévasté après la perte de ses animaux qu’il affectionne.;Favorable
DÉFAVORABLE , le 27 novembre 2023 à 20h55;DÉFAVORABLE . Défavorable a tout les niveaux. Le loups est une part importante de notre écosystème, et aucuns efforts n’est fait pour tenter une cohabitation pacifique. La seul solution proposée c’est toujours l’abattage. On diminue le niveau de protection d’une espèce quand elle est moins en danger pas quand on veut la décimer encore plus, et les loups sont loin d’être sauver en france. Cette proposition est honteuse à une époque ou l’écologie et le respect de notre environnement doit être au cœur de nos décisions.;Défavorable
Avis extrêmement défavorable, le 27 novembre 2023 à 20h55;"Avis extrêmement défavorable. Le loup est un prédateur essentiel pour réguler les populations dites invasives, telles que les sangliers et les cervidés qui dégradent les récoltes. Les loups sont une espèce menacée en France, au vu de l’infime augmentation du nombre de loups, il n’y a pas de nécessité à changer son statut. Surtout en sachant que déjà, les chasseurs ou des éleveurs les tuent en toute illégalité. Concernant les dégâts qu’ils feraient subir aux troupeaux, la plupart des attaques dites de ""loup"" sont en réalité des attaques de chiens errants (ce n’est pas moi qui le dit mais un reportage de zone interdite) et qui sont déclarés ainsi car elles permettent une indemnisation. Je rappelle aussi que les troupeaux sont souvent laissés sans surveillance humaine, donc laissant le champ libre aux loups. Donc peut-être que donner plus de moyens aux éleveurs pour éviter les attaques de loups seraient plus judicieux que de rétrograder le niveau de protection de ce carnivore. Il peut être rajouter que les tirs vont seulement augmenter les attaques puisque ceux-ci entraînent des désorganisations dans les meutes. Ça ne fera donc qu’amplifier le problème.";Défavorable
DEFAVORABLE, le 27 novembre 2023 à 20h53;"DÉFAVORABLE. Le loup doit être protégé comme toutes les espèces. La biodiversité est en déclin. Comment peuton voir que les effets négatifs du loup? Aucune évaluation n’a été faite des mesures précédentes et on se contente ici de tuer… Avec une vision à court terme. L’analyse est médiocre ; les indemnités sont importantes pour les éleveurs. Que demandentils encore? Les lobbyiste de la FNSEA et des chasseurs sont à l’action !!! Et le gouvernement est faible…";Défavorable
Avis défavorable, le 27 novembre 2023 à 20h53;Avis défavorable. L’objectif de ce PNA sur le loup devrait être de favoriser la coexistence entre les humains (et notamment éleveurs) et les loups, et il n’en est rien. Au contraire, il ne souligne que les impacts négatifs du loup sur l’élevage, et en aucun cas les bénéfices qu’apporte cette espèce sur la biodiversité et ses écosystèmes. Il n’y a pas à choisir entre les loups ou le pastoralisme, nous devons apprendre à vivre ensemble. Je rappelle par ailleurs que le Conseil Naturel de Protection de la Nature a émis un avis défavorable concernant ce PNA.;Défavorable
Non !, le 27 novembre 2023 à 21h41;Non !. Le loup peut vivre en harmonie avec les humains sans être chassé. Nous avons déjà fait cette erreur et nous en subissons encore les conséquences. L’espèce subit déjà suffisamment de braconnage.;Défavorable
Non au plan loup, le 27 novembre 2023 à 16h57;Non au plan loup. Le loup est nécessaire à l’équilibre de la nature. Il est impensable de continuer à tuer des loups. Il est nécessaire d’aider les éleveurs à mieux se protéger des prédations du loups;Défavorable
Stop à l’éradication des loups, le 27 novembre 2023 à 22h02;Stop à l’éradication des loups. Arrêtons d’abattre les loups, ces derniers jouent un rôle essentiel dans la régulation de la biodiversité et les attaques de loups sur des élevages sont minimes ! Le déclassement de l’espèce au statut vulnérable est un véritable scandale et va à l’encontre des toutes les préconisations environnementales ! S’il vous plaît prenez la bonne décision et arrêtez d’écouter des lobbyistes de la chasse !;Défavorable
Avis défavorable totalement, le 27 novembre 2023 à 17h03;Avis défavorable totalement. Ce nouveau projet de Plan National d’Action, malgré quelques points positifs, est largement déséquilibré et ne vise pas à obtenir un bon état de conservation de la population de loups dans l’ensemble de son aire de répartition. Au contraire, il organise une régulation de l’espèce qui n’est pas acceptable. La volonté affichée de baser les décisions sur des bases scientifiques est bienvenue. Le programme de recherche, issu d’un travail partagé du GNL, doit être poursuivi et financé très durablement. Mais le contenu de ce PNA est en totale contradiction avec les bases scientifiques. Il ne tient pas compte des nombreux avis scientifiques (MNHN, CNPN…). Le PNA précédent ( NOMBRE - NOMBRE ) n’a fait l’objet d’aucune évaluation de la pertinence des actions engagées. En particulier, il ne présente pas d’analyse de l’évolution de la situation en termes de dommages, de développement de la population de loups, de valorisation des expériences de terrain favorisant la coexistence, ou de baisse du nombre d’animaux d’élevage tués par rapport au nombre de loups présents. En conséquence, le projet actuel ne tient pas compte des enseignements du plan précédent. Alors que ce PNA devrait viser l’atteinte du bon état de conservation de l’espèce en France, tout en assurant le soutien et l’accompagnement du pastoralisme, il n’est fait mention que des impacts négatifs de la présence du loup et non des bénéfices qu’elle apporte. A l’inverse, l’élevage est présenté uniquement au travers des ses aménités positives, sans tenir compte des problèmes qu’il peut engendrer. L’engagement de l’État en faveur de la modification du statut de protection du loup et son déclassement d’espèce strictement protégée, envisagé à la fois dans la convention de Berne et dans la directive Habitats Faune-Flore, est une démarche sans précédent dans un PNA et contraire à l’objectif d’assurer le bon état de conservation. Les autorisations et modalités de tir dérogatoire sont simplifiées et le PNA envisage d’augmenter le plafond annuel. Ces mesures visent à introduire une régulation de la population de loups, ce qui est contraire aux engagements de l’État. Le principe de non protégeabilité de certains troupeaux reste maintenu, contrairement à l’avis du CNPN et de rapport de parangonnage du CGEDD. Ceci ne permet pas la généralisation des mesures de protection des troupeaux, qui reste la principale méthode efficace pour limiter les dommages. Ce PNA ne présente pas clairement les actions, leur pilote, le calendrier de mise en œuvre, les financements… Ce PNA n’est en réalité pas un plan d’action visant à favoriser le bon état de conservation du loup. Nous demandons l’abandon de ce projet et le retour à un texte plus équilibré, prenant en compte les avis scientifiques et les travaux du Groupe National Loup.;Défavorable
NE TUEZ PAS LES LOUPS, le 27 novembre 2023 à 14h51;NE TUEZ PAS LES LOUPS. ARGUMENTS : - Le loup est essentiel pour la biodiversité - Les tirs désorganisent les meutes et augmentent les attaques - Le déclassement juridique est un scanda car le loup reste une espèce menacée en France selon l’UICN;Défavorable
Avis défavorable, le 27 novembre 2023 à 14h54;Avis défavorable. On retrouve dans le texte une diminution des contraintes de tirs : systématiquement , la balance penche du côté du lobby de la chasse. Le loup est une espèce utile qui permettrait entre autre de réguler les populations de sangliers à la place des chasseurs avec à la clé beaucoup moins de danger pour les promeneurs et les usagers des espaces naturels. L’accent doit être mis sur la prévention des attaques avec la construction de parcs électrifiés et l’usage renforcé de chiens de défense des troupeaux. D’autres pays européens s’accommodent de la présence du loup , nous sommes théoriquement capables d’en faire autant. Là où le loup s’implante , les forêts poussent : on a besoin de forêts , laissons les loups en paix !;Défavorable
AVIS DEFAVORABLE, le 27 novembre 2023 à 14h55;AVIS DÉFAVORABLE. Quand une meute est déstabilisée par la perte de certains de ses membres , les attaques contre les troupeaux peuvent être plus fréquentes. Une meute très organisée sait chasser la faune sauvage , mais si elle perd plusieurs individus , son pouvoir de chasse est amoindri elle peut alors se rabattre sur les animaux d’élevage qui sont des proies plus faciles . Un ministère de la transition écologique qui permet des actions destructrices sur l’équilibre de l’écosystème devrait retirer le mot écologique de son appellation .;Défavorable
Avis défavorable au Projet de Plan national d’actions 2024-2029 sur le loup et les activités d’élevage, le 27 novembre 2023 à 17h01;Avis défavorable au Projet de Plan national d’actions NOMBRE - NOMBRE sur le loup et les activités d’élevage. Le loup doit rester une espèce strictement protégée pour encore longtemps, les populations actuelles ne sont même pas encore suffisantes en nombre et en répartition géographique pour leur permettre d’atteindre le seuil de maintien naturel. Le loup est une espèce animale sauvage située en haut de la chaîne alimentaire, et son action positive de régulation sur les autres espèces animales sauvages est largement supérieure à son action négative sur les troupeaux des espèces animales domestiquées par l’homme et sur-représentées dans certaines zones géographiques. Le Plan ne comprend pas de réelles actions concernant la mise en place et ou le développement des méthodes de protection des espèces animales domestiquées. Mieux vaut tuer le « problème » que de s’y adapter… Enfin,aucune mention dans tout le Plan de la problématique des « méga-troupeaux » (l’équivalent des « fermes à mille vaches » ) qui effectivement, rendent difficiles la protection et la surveillance par des moyens bien trop faibles en nombre. Diminuer la taille des troupeaux avec une protection suffisante pour chacun d’entre eux permettrait sans nul doute de tangenter le niveau de zéro prédation, tout en permettant d’offrir des emplois à de très nombreux bergers et auxiliaires. Ce « surcout » ne pourrait vraiment pas être absorbé par les « éleveurs-usine » ? J’en doute sincèrement.;Défavorable
Non à ce plan ! , le 27 novembre 2023 à 14h56;Non à ce plan ! . Le loup est et doit rester une espèce protégée. Vous devez faire cesser ces tueries de loups par des humains voulant s’arroger toutes les terres. Ça suffit !;Défavorable
