sujet;checked_text;opinion
pour la régulation du loup, le 1er décembre 2023 à 08h55;pour la régulation du loup. Nous souhaitons que le plan national loup intègre • Un volet spécifique sur l’impact du loup sur la faune sauvage • Stabilise la population à NOMBRE loups sans la dépasser avec une répartition sur l’ensemble du pays • Propose une gestion adaptative du loup par massif ou département en tenant compte des enjeux agricoles, touristiques, cynégétiques. • Fixe un plafond de prélèvement admissible de NOMBRE minimum pour enrayer la hausse des effectifs • Autoriser les éleveurs et les chasseurs à tuilier les jumelles mais également les lunettes thermiques • Autoriser les tirs de prélèvements en action de chasse à partir du 1er juin sur les zones concernées par des attaques importantes;Favorable
régulation obligatoire, le 1er décembre 2023 à 09h07;régulation obligatoire. y a t il un comité de défense pour les animaux domestiques quand les loups les font souffrir et déstabilise l éleveur non donc la régulation est obligatoire;Favorable
tirs de défense des loups, le 1er décembre 2023 à 11h36;"tirs de défense des loups. après avoir trouvé un grand nombre de grands gibiers dévorés ( mouflons, chevreuils, biche ) il me parait souhaitable que les chasseurs puissent effectuer des tirs de prélèvement pendant l’action de chasse et à partir du 1er juin sur les zones ou les attaques sont importantes. pour information , pour le mouflon, l’an passé sur notre chasse, nous avions un ""cheptel"" de NOMBRE mouflons. Cette année NOMBRE , nous n’avons aperçu qu’une vingtaine d ’animaux , non plus dans l’alpage mais dans les bois certainement apeurés par les loups dont nous constatons les traces ou les excréments. Désolé, Mrs les défenseurs, mais je suis près à vous accueillir pour faire le constat.";Favorable
Avis Favorable au projet d’arrêté , le 1er décembre 2023 à 19h41;Avis Favorable au projet d’arrêté . Il faut gérer les loups comme toutes les autres espèces et arrêter de croire qu’il a sa place comme au milieu de la Russie ou autre Alaska. C’est pourquoi il faut limiter sa population à un seuil « acceptable » et permettre l’ utilisation des moyens adaptés comme proposé dans le projet d’arrêté . Il semble qu’une gestion par massif serait également plus judicieuse. De plus une estimation sur les dégâts causés sur la faune sauvage serait intéressante;Favorable
favorable, le 1er décembre 2023 à 08h20;favorable. il ne faut pas l’exterminé mais le réguler un peu plus qu’à l’heure actuelle se mettre à la place des éleveurs un instant quand vous avez votre troupeau le soir et que le lendemain matin il vous en reste que le moitié????? malgré toutes les protections clôture Patou etc…. ils commencent à attaquer les veaux ,les génisses et même les vaches peu être se poser les bonne question quand une attaque est arrivée c’est trop tard le mal est fait il faut le réguler avant même en plaine il commence à faire des dégâts c’est peut être le moment de faire quelque chose sans parler des coût que CA représente des million d’euros sur le dos de tous les contribuables et oui tout le monde paye ,je pense que cette argent serait plus utile a aider les gens qui travaillent et qui dorment dans leurs voitures ou dehors pour les plus mal chanceux il faut savoir aussi qu’il commence à attaquer les chiens ,peut bientôt les humains?? je pense que le nouveau plan est mieux mais insuffisant avez vous pensez aussi a la faune sauvage qu’il est en train de décimer a vue d’œil dans certains département du cerfs au chevreuils au mouflons quand vous allez en montagne dans certain coin et que vous trouvez des carcasses avec vos enfants et que vous voyez plus aucun animaux c’est inquiétant merci de votre attention;Favorable
Je suis pour le contrôle et la régularisation de la population du loup., le 1er décembre 2023 à 08h13;Je suis pour le contrôle et la régularisation de la population du loup.. Nos communes et notre population fait un travail considérable pour maintenir un bio top de nos territoires et du gibier. Nos Leveurs font un travail considérable en montagne dans les alpages avec leurs troupeaux. Ceux-ci servent énormément à la prévention des avalanches d’ailleurs. Nous ne pouvons accepter qu’ils soient témoins du massacre de leurs animaux qu’ils élève et qu’ils mène à bien. Ils aiment leurs bettes ce n’est pas des subventions et dédommagement qui changeront les faits . Ils sont témoins de massacre et ils sans passeraient bien. Un seul instant mettez vous à leur place. Ils faut aussi savoir que le loup coût très très chère au contribuable il faut aussi gérer cela au mieux. Chaque année les sommes d’argent augmentent, sont utilisations ne servent qu’à calmer les esprits et effacer les pleines et mécontentement !!! Cette action et travail n’est pas du tout géré cette argent du contribuable est gaspillé si aucune décision de gérer le loup est prise sérieusement. Les chasseurs aiment plus que tout leur nature leur environnement que qui conque il faut le dire et le faire savoir d’ailleurs l’organisation des plans de chasse est un exemple tout à notre honneur. Le loup doit etre géré en plans de chasse grâce au comptage nous sommes là aussi pour cela. Ce qu’il veut dire qu’il n’y a pas d’histoire d’argent et budget à mettre en place car ce sujet est déjà débordante… EL;Favorable
Consultation projet d’arrêté fixant les conditions et limites des dérogations aux interdictions de destruction du loup (Canis lupus)., le 1er décembre 2023 à 15h41;Consultation projet d’arrêté fixant les conditions et limites des dérogations aux interdictions de destruction du loup (Canis lupus ).. Avant toute autorisation de tir létal sur un animal protégé par la Convention de Berne, à savoir en l’espèce le loup, il conviendrait de vérifier par un personnel véritablement qualifié et assermenté (agent O.F.B. ) que toutes les mesures de protection des troupeaux ont été mises en œuvre par le ou les éleveurs : chiens de protection, filets de protection et postes de clôture en état de marche, bergers ou aides-bergers (salariés et ou bénévoles ). Il va de soi que tirer sur un animal en période hivernale (troupeaux en bergerie ) ou lors de la reproduction, est insensé et incompatible avec la notion d’espèce protégée. Cela a été observé à multiples reprises et est contraire à la convention de Berne. Le tir létal doit rester l’exception lorsque toutes les mesures de protection ainsi que l’effarouchement, ont été mis en œuvre. Le loup doit représenter un réel danger pour le survie de l’exploitation. Le loup a son rôle de grand prédateur à jouer en régulant les populations de cervidés et autres petits mammifères. Il est prouvé par la communauté scientifique que le loup se nourrit à plus de NOMBRE de sangliers et qu’à ce titre il contribue à préserver les grandes cultures. Il est reconnu qu’il est beaucoup plus efficace en cela que les chasseurs et beaucoup moins dangereux pour les promeneurs, cueilleurs de champignons, vététistes, cavaliers et même, jardiniers ! Il est donc URGENT de ne pas banaliser l’abattage du loup, indispensable à l’équilibre de la biodiversité, pour faire plaisir à quelques agriculteurs qui ne prennent pas soin de leur troupeau et chasseurs en mal de tuer ! Signé : Elizabeth & Gérard MENUE, éleveurs caprins A.B. en haute montagne, pendant NOMBRE ans : AUCUNE ATTAQUE DE LOUPS durant toute cette période.;Défavorable
Il faut limiter le nombre de loups, le 1er décembre 2023 à 18h18;Il faut limiter le nombre de loups. Nous souhaitons que le plan national loup intègre • Un volet spécifique sur l’impact du loup sur la faune sauvage • Stabilise la population à NOMBRE loups sans la dépasser avec une répartition sur l’ensemble du pays • Propose une gestion adaptative du loup par massif ou département en tenant compte des enjeux agricoles, touristiques, cynégétiques. • Fixe un plafond de prélèvement admissible de NOMBRE minimum pour enrayer la hausse des effectifs • Autoriser les éleveurs et les chasseurs à tuilier les jumelles mais également les lunettes thermiques • Autoriser les tirs de prélèvements en action de chasse à partir du 1er juin sur les zones concernées par des attaques importantes • Revoir le système de comptage en utilisant de nouvelles méthodes comme les enregistreurs sonores;Favorable
Avis Favorable au tir des loups, le 1er décembre 2023 à 18h11;Avis Favorable au tir des loups. Proche d’éleveurs appliquant toutes les mesures de protection (chiens, filets, etc.. ) qui se révèlent très peu efficaces, je suis favorable aux tirs des loups . Pour la viabilité de l’espèce, il faut que celle-ci soit génétiquement pure, ET qu’il y ait un plafond de cette population pour permettre une cohabitations avec les activités humaines. Les chasseurs doivent être associés à la gestion de cette espèce et doivent y jouer un rôle fort en complément des lieutenants de Louveterie, et ce sur tout le territoire national.;Favorable
Favorable, le 1er décembre 2023 à 18h48;Favorable. Si rien n’est fait, il n’y aura bien plus d’éleveur et de troupeaux en Alpage pour entretenir les espaces, qui va le faire et surtout qui va payer? Une régulation est nécessaire et impérative.;Favorable
"Participation à la consultation :
Projet d’arrêté fixant les conditions et limites dans lesquelles des dérogations aux interdictions de destruction euvent être accordées pae les Préfets concernant le loup., le 1er décembre 2023 à 18h46";"Projet d’arrêté fixant les conditions et limites dans lesquelles des dérogations aux interdictions de destruction peuvent être accordées par les Préfets concernant le loup.. Je constate qu’aucune étude n’a été réalisée par l’État pour étudier l’évolution des dommages causés par les loups sur la faune sauvage et gis ongulés tant par l’augmentation de la population du loup que l’élargissement de son aire de répartition. Ceci ers une lacune importante et préjudiciable. La population lupine n’est absolument par gérée. Les troupeaux de brebis sont devenus le ""garde-mangé"" du loup… jusqu’à quand. Lorsque ces professions ""éleveurs-bergers"" auront cessé de pratiquer leurs activités par dégoût, manque flagrant de respect de l’État, à qui s’attaquera le loup , sans parler de l’aspect écologique où la viande de brebis est importée régulièrement de Nouvelle Zélande…. bravo pour l’effet carbone. La diversité est l’affaire de tout citoyens et les chasseurs en font partie. A ce titre , ils doivent être associés à ce plan-projet d’arrêté ministériel. Les lieutenants de louveterie sont peu nombreux et exercent de manière bénévole leur activité. Les chasseurs volontaires doivent être associés, formés, protèges pour une légitimité absolue.";Favorable
PROJET DEROGATIONS AUX INTERDICTIONS DE DESTRUCTIO DU LOUP, le 1er décembre 2023 à 18h37;PROJET dérogations AUX INTERDICTIONS DE destruction DU LOUP. AVIS FAVORABLE ……. AVEC UNE ÉTUDE ET LA GESTION DE L’ESPÈCE IL NE FAUT PAS QUE LE LOUP ARRIVE DANS NOS VILLAGES ET N’ENVAHISSE NOS TROUPEAUX.. IL FAUT PARFAITEMENT LE GÉRER;Favorable
Intervenant engagé dans l’aménagement du territiore, faune et flore., le 1er décembre 2023 à 18h36;"Intervenant engagé dans l’aménagement du territoire, faune et flore.. Tout d’abord le Loup (canis lupus ) à été quasiment éradiqué dans les années NOMBRE . Certaines âmes généreuses de diverses associations, se disant de la protection de la nature, ont eu l’idée lumineuse de vouloir réimplanter ce prédateur mitotique. Sauf que, Ils ont lâché des loups hybrides, croisement avec des chiens. Conclusion, le loup pure fait des portées entre NOMBRE et NOMBRE petits loups maxi, et une par an, voir une portée tout les deux ans. Ce sont des couples alpha fidèle à vie. Mais ces ""chiens loups"" font NOMBRE portées par an entre NOMBRE a NOMBRE petits et tous les mâles polygames saillissent toutes les femelles. Donc déséquilibre dramatique qui met en danger toutes les autres espèces. Ces chiens loups tuent souvent pour jouer, et s’attaque à l’homme à l’inverse du vrai loup. Des accidents ont été constatées, le derniers en mars dernier en Italie ou un enfant et son paire ce sont fait dévorer. La faute de ces conséquences revient à ceux qui sont maintenant contre ce projet de dérogations de destruction, qui doivent être accordées aux préfets.";Favorable
Le texte ne va pas assez loin, le 2 décembre 2023 à 10h06;Le texte ne va pas assez loin. Il est bien de supprimer l éclairage car c etait grotesque. Mais les lunettes nocturnes doivent être accessibles à tous et payées par l état. Par ailleurs le nombre de tireurs ne doit plus être limité et l autorisation doit être donnée d office à tout détenteur d un numéro Siret. Enfin, la régulation doit etre ouverte aux particuliers qui en font la demande à un louvetier suite a attaque ou tentative d attaque documentée par blessure ou image. Le loup proliféré, une réduction de la population s impose.;Favorable
Avis favorable, le 2 décembre 2023 à 09h02;Avis favorable. Il est temps que la vie difficile des bergers dans les alpages soit mieux prise en compte.;Favorable
Consultations publiques , le 2 décembre 2023 à 12h42;Consultations publiques . Avis totalement favorable;Favorable
Avis favorable, le 20 novembre 2023 à 09h22;Avis favorable. Il est indispensable de simplifier les procédures administratives afin de permettre une meilleure mise en œuvre des tirs dérogatoires. L’espèce loup est en pleine extension et ses dégâts sur la faune sauvage et domestique continueront à croître si aucune mesure pérenne n est réellement mis en œuvre. L’élevage extensif et le pastoralisme sont mis en danger. Cheptel ovin en baisse de NOMBRE et attaques en hausse de NOMBRE . La prédation due aux loups impacte la santé économique de beaucoup de petites exploitations et a des incidences négatives sur les paysages et la biodiversité. Dans les zones d élevage en parcours arbores prairies trop propices aux attaques les éleveurs renoncent à y faire paître leurs troupeaux. De fait le milieu naturel se ferme progressivement, la biodiversité recule. Les risques d incendies sont accrus et en montagne les zones de risque d avalanche augmentent.;Favorable
Suivons l’exemple suisse, le 22 novembre 2023 à 00h23;Suivons l’exemple suisse. Oui à la régulation du loup, je donne un avis favorable à toute mesure qui freinera l’expansion des loups en France. Comme en Suisse, choisissons de protéger les éleveurs et les troupeaux, premiers producteurs de biodiversité. Oui aux tirs létaux, oui aux tirs de meutes entières à titre préventif, comme la Suisse va le pratiquer dès cet hiver. Stop au rewriting et au colonialisme vert !;Favorable
OUI au PNA et à l’allègement des conditions de tir, le 22 novembre 2023 à 20h11;OUI au PNA et à l’allègement des conditions de tir. Je suis favorable à une régulation du loup dont les effectifs ont fortement augmenté dernièrement. Les populations de loups doivent être maîtrisées pour que sa présence reste tolérable pour les activités humaines. L’allègement des conditions de tir de ce prédateur extrêmement intelligent vont évidemment dans le sens de ce PNA;Favorable
Avis favorable, le 22 novembre 2023 à 10h48;Avis favorable. Protégeons un peu et enfin nos éleveurs qui n’en peuvent plus de cette nouvelle recolonisation du loup. C’est d’ailleurs pour cela que cet arrêté est en projet.;Favorable
avis favorable, le 23 novembre 2023 à 20h08;avis favorable. Le Loup n’ayant pas de prédateur, il est évident de devoir réaliser des tirs de prélèvement pour réguler cette population. Les problématiques du sanglier montrent bien que si l’homme ne gère pas avec attention, il se fait dépasser par la nature et ses capacités invasives.;Favorable
Avis favorable, le 24 novembre 2023 à 22h26;Avis favorable. Je suis éleveur et je ne vais pas écrire un roman car vu que l on est jamais écouté, je vous dirai simplement qu’il faut des dérogations pour les tirer et les régler car sinon il n y aura plus d élevage en plein air, plus de paysage ouverts entretenus par nos animaux… ce n est pas le loup qui entretient les paysages ! Il faut autoriser un maximum de tirs lorsqu’il y a des attaques ! Si le temps que j ai pris à écrire ce mail pouvait servir à coquelucheuse !;Favorable
Avis favorable, le 25 novembre 2023 à 02h18;"Avis favorable. Il faut savoir différencier le monde de Bambi de la vraie vie. En tant que rural je ne me vois pas donner mon avis sur les aménagements urbains auxquels je suis étranger, j’apprécie donc également lorsque les ""urbains"" ne voient pas systématiquement le monde à travers leur étroite lorgnette. Le loup pose d’énormes problèmes sur les élevages ainsi que sur la faune sauvage, et nous ne devons pas attendre la disparition complète de certaines espèces avant de réagir, après il sera trop tard. Donc oui à l’assouplissement des mesures de prélèvement.";Favorable
avis  favorable à l’arrété, le 25 novembre 2023 à 18h36;"avis favorable à l’arrête. nous avons une communication récurrente des pro loups sur la "" disparition "" de l’espèce systématique entrainées par les successifs plans loups Maintenant la vérité éclate avec la progression CONSTANTE de l’espèce en nombre comme en surface Quelque soient les mesures mises en œuvre c’est non en laissant de coté les problèmes des éleveurs et en particulier le doublement de la charge de travail liée aux mesures de défense à mettre en œuvre pour bénéficier des aides et remboursements des dégâts Les gens qui vivent de l’élevage pastoral doivent etre assuré de leur avenir fortement compromis dans certaines zones et TOUTE l’année . Les modalité du plan sont ÉQUILIBRES :preuve par le contrôle RÉGULIER des abattages par l’OFB et ses mandatés louvetiers chasseurs désignés et éleveurs en défense de leurs animaux des loups contrecollons EFFICACEMENT la prédation F vieux veto retraité du NOMBRE";Favorable
Avis favorable , le 25 novembre 2023 à 19h25;Avis favorable . Favorable au projet d’arrêté, il faudrait une régulation beaucoup plus drastique de cette espèce qui n’apporte que des problèmes et il faut faire vite avant d’être dépassé par la situation;Favorable
Non au PNA 2024-2029 sous la forme du texte proposé, le 26 novembre 2023 à 08h09;Non au PNA NOMBRE - NOMBRE sous la forme du texte proposé. Où sont les évaluations de la pertinence et de l’efficience des action engagées par le PNA NOMBRE - NOMBRE ? Elle ne sont pas ! Aucune analyse sur le bénéfices apportés par la protection des troupeaux et l’efficacité des tirs létaux alors que ce sont les deux éléments au centre du PNA. Le PNA devrait avoir pour objectif le bon état de conservation de l’espèce en France tout en assurant le soutien et l’accompagnement du pastoralisme, seul sont mentionnés les impacts négatifs de la présence du loup et non les bénéfices écologiques qu’elle apporte et à l’inverse, seul les aspect positif de l’élevage sont énoncés sans que ne soit fait mention des problème négatif qu’il peut engendrer. L’engagement de l’État en faveur de la modification du statut de protection du loup et son déclassement d’espèce strictement protégée, envisagé à la fois dans la Convention de Berne de NOMBRE et dans la Directive Habitats de NOMBRE , est contraire à l’objectif d’assurer un bon état de conservation. Il s’agit d’un précédent inacceptable dans un PNA, qui ouvre une brèche inquiétante dans le domaine de la protection de la faune sauvage. Où sont les modifications issue de la consultation du Conseil National de Protection de la Nature ? Pour rappelle la consultation de cette instance scientifique indépendante consulté dans le cadre de l’élaboration du PNA a émis un avis négatif qui met en avant, entre autres, la plupart des points énumérés ci-dessus, sans que cela ait conduit à la moindre modification du texte.;Défavorable
Déposition de Vivre en Tarentaise association agréée pour la protection de la nature, le 26 novembre 2023 à 15h34;Déposition de Vivre en Tarentaise association agréée pour la protection de la nature. Sur ce sujet passionnel il parait recommandé de s’en tenir aux données scientifiques et aux observations sur plusieurs années. Nous insistons lourdement sur ce point ! Il semble qu’il faille distinguer deux situations : celles où le loup est installé depuis plusieurs années et celles où le loup arrive. En Tarentaise le loup est présent depuis plus de dix ans avec semble til NOMBRE meutes en permanence. En été environ NOMBRE moutons sont présents et le nombre de bêtes tuées est de l’ordre de NOMBRE soit NOMBRE . Il arrive qu’il y ait des dérochements, mais cela a toujours existé et bien avant le retour du loup. Dans l’ensemble la plupart des éleveurs ont mis en place des moyens de protections : filets et chiens de protection. Le niveau de prédation semble stabilisé. Il est vrai qu’il faut également prendre en compte le stress des animaux en présence du prédateur et les avortements … Les chiens de protections continuent de poser des problèmes quand ils n’ont pas été dressés ou sélectionnés correctement. Ce problème doit être résolu par une sélection des chiens et par leur dressage. L’association Vivre en Tarentaise n’est pas opposée à l’élimination des loups trop agressifs. Mais ces tirs doivent être effectués avec discernement car tuer un des membres du couple alpha conduit à l’éclatement de la meute en plusieurs… Nous conseillons à toutes les personnes de visionner le film « Le plus beau pays du monde » qui met en avant un berger, sans doute hors norme, qui fait la démonstration devant la caméra de l’efficacité de son type de gardiennage : des patous pour éloigner les loups et des chiens courants maintenant le troupeau groupé. La présence du loup est également une solution pour limiter la prolifération des cervidés et des sangliers. L’hiver les troupeaux sont dans les étables et la meute doit se nourrir sur la faune sauvage. Dans les régions où le loup arrive on retrouve la situation qui a prévalu dans les Alpes il y a NOMBRE ou NOMBRE ans. Il faut donc faire œuvre de pédagogie et mettre en place les moyens de protection et de gardiennage. Le statut d’animal protégé nous semble devoir être maintenu tant que l’animal n’est pas installé partout sur le territoire et que le niveau de prédation n’est pas stabilisé. Il est clair que le monde agricole dans sa majorité serait plutôt favorable à son élimination. Mais la présence des grands prédateurs semble très favorable à la biodiversité et sa décroissance est dramatique. Vivre en Tarentaise préfèrerait le maintien de la situation actuelle où des tirs de prélèvement sont possibles lorsque la prédation est trop importante. Mais cela ne nous paraît tolérable que si les moyens de protection sont en place. La question des petits troupeaux est un sujet qui n’est pas facile. Il s’agit souvent des seules bêtes qui sont aptes à entretenir des petites parcelles qui n’intéressent plus les éleveurs de bovins dont les troupeaux sont très nombreux…Le regroupement des petits cheptels doit évidemment être privilégié l’été afin de permettre la rémunération d’un berger pour la surveillance. Alain Sachet pour Vivre en Tarentaise Le NOMBRE .2023;Défavorable
Sauvons la pastoralisme, le 27 novembre 2023 à 16h55;Sauvons la pastoralisme. Le pastoralisme fait parti de l’histoire française et du façonnage des territoires. Avec les nombreuses OP fromagères notamment, l’estive fait partie intégrante du système. Les hordes de loups sont de plus en plus nombreuses et menace cet équilibre agricole. On dénombre en effet NOMBRE victimes du loup en NOMBRE . Nous avons besoin de plus de solutions afin de limiter leurs attaques;Favorable
Avis favorable - protégeons nos élevages, le 27 novembre 2023 à 16h18;Avis favorable - protégeons nos élevages. Il est temps de reconnaître les dommages causés par le loup et de poser les jalons d’une protection plus active des troupeaux. Il y a en effet urgence à agir car le constat est implacable : plus de NOMBRE bêtes tuées par le loup chaque année, une population de loup qui explose ( NOMBRE individus recensés alors que le seuil de viabilité est à NOMBRE ), une présence qui s’étend à tous les territoires (même la Manche n’est pas épargnée ). Les partisans du laisser-faire se rendentils compte de la situation dramatique que traverse les éleveurs ? Ne voientils pas le problème, sinon l’injustice, à ce que nous laissions des éleveurs seuls face à la prédation ? Il ne s’agit pas de détruire l’espèce, simplement de reprendre le contrôle collectivement sur une situation qui nous échappe en mettant en œuvre les moyens appropriés.;Favorable
Avis favorable pour le PNA, le 27 novembre 2023 à 15h59;Avis favorable pour le PNA. Le PNA n’est pas parfait mais il a le mérite d’exister et va dans le bon sens même s’il ne va pas assez loin pour protéger les élevages. En effet, les éleveurs sont constamment en vigilance face à la menace que présente le loup ce qui induit du stress en plus du danger économique pour les exploitations.;Favorable
Abandon du Plan National Loup, le 27 novembre 2023 à 21h32;Abandon du Plan National Loup. Le PNA NOMBRE NOMBRE est en totale contradiction avec les nombreux avis scientifiques. Il ne vise pas à un bon état de conservation du Loup en France mais à sa régulation. Ceci est inacceptable. Par ailleurs, le précédent Plan n’a fait l’objet d’aucune évaluation. Celui proposé à la Consultation publique ne tient en aucun compte des enseignements que l’on aurait pu en tirer. Je demande par conséquent, son abandon.;Défavorable
Favorable au projet d’arrêté, le 28 novembre 2023 à 10h54;Favorable au projet d’arrêté. Il faut donner la possibilité aux éleveurs dont les troupeaux sont attaqués de se défendre. Oui à la dérogation !;Favorable
Favorable !, le 28 novembre 2023 à 10h52;Favorable !. Les loups sont devenus bien trop nombreux ! Il faut impérativement mettre en place une politique de réduction des risques en limitant la population de loups. Aujourd’hui des bovins et des équins se font attaquer par les loups, réagissons avant qu’il ne soit trop tard et que nous perdions nos élevages.;Favorable
Favorable : il faut sauver le pastoralisme, le 28 novembre 2023 à 10h51;Favorable : il faut sauver le pastoralisme. Le pastoralisme, un marqueur fort de notre patrimoine et un objet de fierté de nos territoires de montagne, est gravement menacé par les loups dont la population ne cesse d’augmenter. C’est aussi et surtout une activité d’intérêt général que certains oublient un peu rapidement. L’État doit prendre la mesure de l’enjeu et réguler plus activement la population de loups.;Favorable
Avis défavorable, le 28 novembre 2023 à 18h39;Avis défavorable. Il n’a jamais été prouvé que l’augmentation des tirs dérogatoires réduisait la prédation sur le long terme, il est même reconnu que nous manquons d’informations sur les répercussions des tirs sur les meutes de loups qui sont déstabilisées en perdant la plupart du temps le mâle ou femelle dominants ce qui peut induire des reproductions multiples entre les autres loups de la meute jusque là tenus en respect par les dominants. Deuxièmement, les jeunes qui devraient apprendre à chasser le gibier sauvage risquent de se rabattre sur les animaux d’élevage par facilité. Troisièmement KM Landry qui a suivi l’évolution des meutes de loups au travers de son projet Cannois montre qu’il est important pour les éleveurs qu’ils connaissent les meutes de leur secteur avec leurs particularités, hors tuer les loups qui seront de toute façon remplacés ne permet aucun suivi ni aucune adaptation. Il est question d’un taux de mortalité de NOMBRE chez les loups toutes causes confondues (OFB ), augmenter les tirs ne permettra pas de maintenir la population lupine en bon état de conservation et les protocoles de tirs ne laisseront aucune chance au loup, c’est une véritable chasse qui s’annonce avec un armement militaire alors que la prédation ne représente qu’une partie infime des pertes subies par l’élevage. Ce plan renonce au tir d’effarouchement qui bien mené permettrait au loup d’apprendre et encourage les tirs de prélèvements qui sont un non sens car hors période d’estive. Je suis donc complètement opposée à une augmentation des tirs dérogatoires.;Défavorable
Avis défavorable , le 28 novembre 2023 à 18h45;Avis défavorable . Le PNA devrait viser l’atteinte du bon état de conservation de l’espèce en France tout en assurant le soutien et l’accompagnement du pastoralisme, il n’est fait mention que des impacts négatifs de la présence du loup et non des bénéfices écologiques qu’elle apporte. A l’inverse, l’élevage est présenté uniquement sous un angle positif, sans tenir compte des problèmes qu’il peut engendrer. il est donc demandé l’abandon de ce projet et le retour à un texte plus équilibré, prenant en compte les avis scientifiques et les travaux du Groupe National Loup.;Défavorable
NON à ce projet d’arrêté -  association Animal Cross, le 28 novembre 2023 à 18h51;"NON à ce projet d’arrêté - association Animal Cross. Ce projet d’arrêté confirme en tous points la politique de gestion du loup, centrée exclusivement sur leur abattage, au lieu de privilégier et d’encourager les solutions de cohabitation basées sur la protection des troupeaux. Comme le souligne le CNPN dans son avis de NOMBRE , aucun bilan de la gestion du loup n’a été tiré pour la période précédente, et la réponse basée sur les tirs apportée par les ministères est inadéquate. La note d’introduction mentionne une fois de plus le "" seuil de viabilité démographique fixé à NOMBRE individus"", alors que la taille en-dessous de laquelle la population de loups n’est pas viable, est de NOMBRE individus reproducteurs, ce qui correspondrait pour la France à NOMBRE à NOMBRE individus. On peut noter parmi les modifications en regard de l’arrêté ministériel d’octobre NOMBRE : - article NOMBRE : le loup continue à être détruit toute l’année, sans trêve pour la période de reproduction - articles NOMBRE et NOMBRE : l’effarouchement en tant que préalable aux tirs létaux a malheureusement disparu depuis des années. Il devrait être restauré, et interdit dans toutes les réserves, et pas seulement les réserves naturelles nationales - article NOMBRE : une prédation pour laquelle on ne fait que supposer la responsabilité du loup est un motif de déclenchement de tirs létaux ; une action létale sur la base d’une incertitude est une aberration. - article NOMBRE : la suppression de la limitation de l’usage des caméras thermiques aux seuls lieutenants de louveterie, agents de l’OFB, et chasseurs, laisse penser qu’on autorise l’assistance de tierces personnes pour détecter les loups, ce que nous refusons. On laisse ainsi la porte ouverte à de véritables organisations incluant des détecteurs, et des tireurs équipés ou non de d’armes à détection thermique, ce qui explique la disparition de l’obligation d’éclairer la cible, sans doute jugée peu efficace. - article NOMBRE : le tir de défense simple, comme son nom l’indique, prévoyait un seul tireur à proximité du troupeau ; cédant à la pression des chasseurs et éleveurs, on va encore plus loin en autorisant NOMBRE à NOMBRE tireurs. Pire, la condition préalable d’octroi du tir passe de NOMBRE attaques (en NOMBRE an ) sur un troupeau à NOMBRE attaques sur la commune, ce qui abaisse encore considérablement le seuil de déclenchement des tirs. Ainsi, en jouant sur le nombre de tireurs et sur les conditions préalables, le nombre de tirs, actuellement d’environ NOMBRE au plan national, va encore augmenter ! article NOMBRE : les conditions d’octroi des tirs de défense renforcés (TER ) sont encore facilitées, et surtout les tirs ne sont pas interrompus après l’abattage d’un loup, ce qui peut conduire à des situations localement incontrôlées, et au dépassement du nombre plafond de loups pouvant être exécutés. Le passage de TSS à TER peut être très rapide, sans que le préfet n’ait eu le temps de le contrôler. Tout ceci, avec l’appui de l’article NOMBRE , conduit à des situations de tirs tous azimuts et sans contrôle effectif. Au plan de ce qui existait déjà dans l’arrêté de NOMBRE , nous contestons : - la notion de troupeau non protégeable, une spécificité française purement politique et non fondée sur une réalité, permet de supprimer des loups dans des zones très importantes, et contrevient aux deux conditions dérogatoires ""il n’existe pas d’autres solutions satisfaisantes et que les opérations ne nuisent pas à l’état de conservation de la population de loups."". - les tirs de prélèvement, certes de moins en moins utilisés, devraient être retirés de l’arsenal létal car ils sont déconnectés des actes de prédation. Assortis des articles NOMBRE et NOMBRE , la possibilité d’une chasse au loup est encore poussée plus loin, sans préalable de protection des troupeaux ni de celle de tirs plus contrôlés - la politique visant à clairement empêcher l’installation de loups en dispersion, en les tirant sans autre forme de procès, de façon à cantonner les loups aux massifs alpins Toutes ces mesures, à l’évidence dictées par le Ministère de l’Agriculture, installent la France en tant que destructeur de faune sauvage, et pays méprisant les avis scientifiques et détournant les traités de protection du vivant qu’il a signés.";Défavorable
Pour les tirs de défense et de régulation , le 28 novembre 2023 à 17h08;Pour les tirs de défense et de régulation . Je suis pour les tirs de défense et de régulation. Au même titre que les autres espèces présentes en surnombre et ayant peu ou pas de prédateur, il faut réguler le nombre de loup. Il devient trop présent dans les forêts, il extermine tout, sangliers, chevreuils, chamois. Même pas pour se nourrir mais pour le plaisir de tuer. Et je ne parle même pas des dégâts causés dans le monde de l’élevage. Une régulation est impérative.;Favorable
oui mais peut mieux faire, le 8 décembre 2023 à 00h02;oui mais peut mieux faire. le loup n’a pas sa place;Favorable
