titre;date;heure;sujet;raw_text;checked_text;lemma;opinion
Défavorable;27 mai 2025;09h32;Défavorable, le 27 mai 2025 à 09h32;Défavorable. Il est faux de dire qu’il n’existe pas de moyens de protections efficaces. A partir d’un postulat erroné il est donc facile de justifier ces mesures de régulations des populations de loups. Conséquences en cascade, il n’y a plus de prédateurs, donc on doit aussi réguler les populations d’ongulés et éventuellement des lagomorphes. Il est effectivement plus simple pour les agriculteurs d’éliminer toute concurrence quelque soit les conséquences .;Défavorable. Il est faux de dire qu’il n’existe pas de moyens de protections efficaces. A partir d’un postulat erroné il est donc facile de justifier ces mesures de régulations des populations de loups. Conséquences en cascade, il n’y a plus de prédateurs, donc on doit aussi réguler les populations d’ongulés et éventuellement des lagomorphes. Il est effectivement plus simple pour les agriculteurs d’éliminer toute concurrence quelque soit les conséquences .;défavorable faux exister moyen protection efficace partir postulat erroné facile justifier mesure régulation population loup conséquence cascade prédateur réguler population ongulé éventuellement lagomorphes effectivement simple pour agriculteur éliminer concurrence conséquence;
Avis défavorable ;27 mai 2025;22h17;Avis défavorable , le 27 mai 2025 à 22h17;Avis défavorable . Non à la modification de l’arrêté qui n’a pour seul but de satisfaire ceux qui veulent rajouter le loup à leur tableau de chasse. Le loup doit au contraire être protégé car sa survie est menacée.;Avis défavorable . Non à la modification de l’arrêté qui n’a pour seul but de satisfaire ceux qui veulent rajouter le loup à leur tableau de chasse. Le loup doit au contraire être protégé car sa survie est menacée.;avis défavorable non modification arrêté pour but satisfaire vouloir rajouter loup tableau chasse loup contraire protéger survie menacer;
AVIS DEFAVORABLE;27 mai 2025;19h41;AVIS DEFAVORABLE, le 27 mai 2025 à 19h41;"AVIS DEFAVORABLE. Avis défavorable au projet d’arrêté concernant les dérogations aux interdictions de destruction du loup. Les mesures envisagées pour autoriser les tirs sont trop simplistes ; qui va, par exemple, aller vérifier qu’il y a une visite quotidienne aux troupeaux et aller visiter ne sera qu’un constat. Que l’on oblige d’abord les éleveurs à protéger leurs troupeaux la nuit dans des enclos qui tiennent la route, avec des chiens. C’est dans la nature du loup d’attaquer les troupeaux, depuis des millénaires….. Aujourd’hui les troupeaux sont laissés sans surveillance. Le loup est un régulateur et il n’y a qu’à regarder ce qui s’est passé à Yellowstone, le parc s’est régénéré en végétation par la dispersion et la baisse des effectifs de cerfs, sangliers, etc…. Le problème en France c’est que le loup est considéré comme un concurrent des chasseurs et qu’il ne faut surtout pas toucher à leur sacro-saint gibier, même si beaucoup se plaignent des dégâts des sangliers, le garde-manger des chasseurs ! Les autres pays d’Europe ont des mesures moindres sur la destruction du loup, un équilibre est maintenu et les mesures de protection sont meilleures, alors pourquoi ne pas copier en France? A quoi sert l’europe, pourquoi ne pas uniformiser les mesures? Le loup est une espèce protégée et doit vivre comme telle.";"AVIS défavorable. Avis défavorable au projet d’arrêté concernant les dérogations aux interdictions de destruction du loup. Les mesures envisagées pour autoriser les tirs sont trop simplistes ; qui va, par exemple, aller vérifier qu’il y a une visite quotidienne aux troupeaux et aller visiter ne sera qu’un constat. Que l’on oblige d’abord les éleveurs à protéger leurs troupeaux la nuit dans des enclos qui tiennent la route, avec des chiens. C’est dans la nature du loup d’attaquer les troupeaux, depuis des millénaires….. Aujourd’hui les troupeaux sont laissés sans surveillance. Le loup est un régulateur et il n’y a qu’à regarder ce qui s’est passé à Yellowstone, le parc s’est régénéré en végétation par la dispersion et la baisse des effectifs de cerfs, sangliers, etc…. Le problème en France c’est que le loup est considéré comme un concurrent des chasseurs et qu’il ne faut surtout pas toucher à leur sacre-saint gibier, même si beaucoup se plaignent des dégâts des sangliers, le garde-manger des chasseurs ! Les autres pays d’Europe ont des mesures moindres sur la destruction du loup, un équilibre est maintenu et les mesures de protection sont meilleures, alors pourquoi ne pas copier en France? A quoi sert l’Europe, pourquoi ne pas uniformiser les mesures? Le loup est une espèce protégée et doit vivre comme telle.";avis défavorable avis défavorable projet arrêté dérogation interdiction destruction loup mesure envisager pour autoriser tir trop simpliste exemple aller vérifier visiter quotidien troupeau aller visiter constat obliger éleveur protéger troupeau nuit enclos tenir router chien nature loup attaquer troupeau millénaire aujourd’hui troupeau laisser surveillance loup régulateur regarder passé yellowstone parc régénérer végétation dispersion baisse effectif cerf sanglier problème loup considérer concurrent chasseur falloir toucher sacre saint gibier beaucoup plaindre dégât sanglier garde-manger chasseur pays europe mesure destruction loup équilibre maintenir mesure protection meilleur copier servir europe uniformiser mesure loup espèce protéger vivre;
Non !;27 mai 2025;10h07;Non !, le 27 mai 2025 à 10h07;Non !. NOMBRE attaques sur des humains en Europe en NOMBRE ans ne nécessite pas d’exterminer les loups ! Si vous trouvez les loups dangereux, commencez par interdire les chiens et autorisez à les chasser ! https: _URL_ fileadmin fm-wwf Publikationen-PDF Deutschland Report-Wolf-attacks- NOMBRE - NOMBRE .pdf;Non !. NOMBRE attaques sur des humains en Europe en NOMBRE ans ne nécessite pas d’exterminer les loups ! Si vous trouvez les loups dangereux, commencez par interdire les chiens et autorisez à les chasser ! https: _URL_ file admin fm-WWF Publikationen-PDF Deutschland Report-Woolf-attache-ski NOMBRE - NOMBRE PDF;non nombre attaquer humain europe nombre an nécessiter exterminer loup trouver loup dangereux commencer interdire chien autoriser chasser https url file admin fm wwf publikationen pdf deutschland report woolf attache ski nombre nombre pdf;
avis DEFAVORABLE;27 mai 2025;11h30;avis DEFAVORABLE, le 27 mai 2025 à 11h30;avis DEFAVORABLE. Les moyens de protection existent, ils fonctionnent alors il faut obliger à les utiliser. Par ailleurs il faut arrêter de détruire le Vivant : la biodiversité s’effondre dans la quasi indifférence générale et même on appuie sur la pédale pour accélérer cette disparition avec des projets comme celui-ci. Le loup est indispensable à la bonne santé des écosystèmes. De plus il est tout aussi légitime que nous à exister sur cette planète. C’est toute une philosophie à revoir, un anthropocentrisme exclusif à abandonner, car on voit bien qu’il nous mène vers le néant. Ce que toutes les personnes favorables à ce projet ne comprennent pas c’est que nous sommes parties prenantes de la biodiversité, nous en sommes le fruit par le mécanisme de la Libre Evolution et nous sommes en train de scier la branche sur laquelle l’humanité est assise. Vous tous qui êtes favorables au projet j’espère que vous n’avez pas d’enfants ni de petits-enfants, car quel mépris pour les générations futures ! Nous tuons notre Terre-mère pour de vulgaires profits dans une branche d’activité qui n’est pas rentable, qui est soutenue à coups de subventions et dont le Loup devient le bouc émissaire. Le mépris et la destruction de la nature vous tuera aussi !;avis défavorable. Les moyens de protection existent, ils fonctionnent alors il faut obliger à les utiliser. Par ailleurs il faut arrêter de détruire le Vivant : la biodiversité s’effondre dans la quasi indifférence générale et même on appuie sur la pédale pour accélérer cette disparition avec des projets comme celui-ci. Le loup est indispensable à la bonne santé des écosystèmes. De plus il est tout aussi légitime que nous à exister sur cette planète. C’est toute une philosophie à revoir, un anthropocentrisme exclusif à abandonner, car on voit bien qu’il nous mène vers le néant. Ce que toutes les personnes favorables à ce projet ne comprennent pas c’est que nous sommes parties prenantes de la biodiversité, nous en sommes le fruit par le mécanisme de la Libre Évolution et nous sommes en train de scier la branche sur laquelle l’humanité est assise. Vous tous qui êtes favorables au projet j’espère que vous n’avez pas d’enfants ni de petits-enfants, car quel mépris pour les générations futures ! Nous tuons notre Terre-mère pour de vulgaires profits dans une branche d’activité qui n’est pas rentable, qui est soutenue à coups de subventions et dont le Loup devient le bouc émissaire. Le mépris et la destruction de la nature vous tuera aussi !;avis défavorable moyen protection exister fonctionner falloir obliger utiliser ailleurs falloir arrêter détruire vivant biodiversité effondrer quasi indifférence générale appuyer pédale pour accélérer disparition projet loup indispensable bon santé écosystème légitime exister planète philosophie revoir anthropocentrisme exclusif abandonner voir bien mener néant personne favorable projet comprendre sommes partie prenant biodiversité sommes fruit mécanisme libre évolution sommes train scier branche humanité assise être favorable projet espérer avoir enfant petit-enfant mépris pour génération futur tuer terrer mère pour vulgaire profit branche activité rentable soutenir coup subvention loup devenir bouc émissaire mépris destruction nature tuer;
NON A LA CHASSE AUX LOUPS ;27 mai 2025;14h16;NON A LA CHASSE AUX LOUPS , le 27 mai 2025 à 14h16;NON A LA CHASSE AUX LOUPS . On a besoin des loups pour notre écosystème. Les gens qui ont des troupeaux doivent s’en occuper et les protéger quitte à mettre des croquettes ou autres alimentations pour les prédateurs (les loups ne sont pas les seuls, tous ceux qui abandonnent leurs chiens sont fautifs, ils n’ont pas d’autres solutions pour se nourrir que de chasser ) … la plupart des troupeaux sont en liberté et sans surveillance alors ne pas s’en prendre aux loups mais à ceux qui ne protègent pas leur troupeau .. et c’est facile de se lamenter sur la perte des animaux mais quand ils sont vendus pour leur viande cela ne dérange personne …;NON A LA CHASSE AUX LOUPS . On a besoin des loups pour notre écosystème. Les gens qui ont des troupeaux doivent s’en occuper et les protéger quitte à mettre des croquettes ou autres alimentations pour les prédateurs (les loups ne sont pas les seuls, tous ceux qui abandonnent leurs chiens sont fautifs, ils n’ont pas d’autres solutions pour se nourrir que de chasser ) … la plupart des troupeaux sont en liberté et sans surveillance alors ne pas s’en prendre aux loups mais à ceux qui ne protègent pas leur troupeau .. et c’est facile de se lamenter sur la perte des animaux mais quand ils sont vendus pour leur viande cela ne dérange personne …;non chasse loup besoin loup pour écosystème troupeau occuper protéger quitte mettre croquette alimentation pour prédateur loup abandonner chien fautif solution pour nourrir chasser plupart troupeau liberté surveillance prendre loup protéger troupeau facile lamenter perte animal vendre pour viande déranger;
Favorable;27 mai 2025;14h59;Favorable, le 27 mai 2025 à 14h59;Favorable. Les tirs de défense constituent le seul moyen de protection, même minimal, pour les bovins ainsi que pour toute autre espèce non protégeable. Il est déjà prouvé que les moyens de protection actuellement disponibles sont inefficaces pour les moutons, et ils le sont donc a fortiori pour les bovins.;Favorable. Les tirs de défense constituent le seul moyen de protection, même minimal, pour les bovins ainsi que pour toute autre espèce non protégeable. Il est déjà prouvé que les moyens de protection actuellement disponibles sont inefficaces pour les moutons, et ils le sont donc a fortiori pour les bovins.;favorable tir défense constituer moyen protection minimal pour bovin pour espèce non protégeable prouver moyen protection actuellement disponible inefficace pour mouton fortiori pour bovin;
Favorable;27 mai 2025;17h38;Favorable, le 27 mai 2025 à 17h38;"Favorable. Le loup, bien qu’aillant un rôle de régulation à la base, à atteint un nombre d’individu bien trop important pour pouvoir cohabiter avec l’élevage extensif. Les moyens de protection des troupeau étant inefficaces, il est nécessaire de pouvoir dissuader les loup d’approcher les troupeaux avec des tirs. Les loups ne touchant pas aux troupeaux se réguleront eux-mêmes avec les animaux sauvages et leur ""disponibilités"". Ce n’est pas aux éleveurs, qui ont un métier déjà assez difficile de pâtir de la réintroduction du loup.";"Favorable. Le loup, bien qu’aillant un rôle de régulation à la base, à atteint un nombre d’individu bien trop important pour pouvoir cohabiter avec l’élevage extensif. Les moyens de protection des troupeau étant inefficaces, il est nécessaire de pouvoir dissuader les loup d’approcher les troupeaux avec des tirs. Les loups ne touchant pas aux troupeaux se réguleront eux-mêmes avec les animaux sauvages et leur ""disponibilités"". Ce n’est pas aux éleveurs, qui ont un métier déjà assez difficile de pâtir de la réintroduction du loup.";favorable loup bien aillant rôle régulation base atteint nombre individu bien trop important pour pouvoir cohabiter élevage extensif moyen protection troupeau inefficace nécessaire pouvoir dissuader loup approcher troupeau tir loup troupeau réguler animal sauvage disponibilité éleveur métier difficile pâtir réintroduction loup;
Avis très favorable;27 mai 2025;15h07;Avis très favorable, le 27 mai 2025 à 15h07;Avis très favorable. Présence du loup INCOMPATIBLE avec les activités humaines dans nos petits territoires. c’est l’idéologie d’une minorité qui ne vie pas avec .;Avis très favorable. Présence du loup INCOMPATIBLE avec les activités humaines dans nos petits territoires. c’est l’idéologie d’une minorité qui ne vie pas avec .;avis favorable présence loup incompatible activité humain petit territoire idéologie minorité vie;
Avis favorable ;27 mai 2025;17h38;Avis favorable , le 27 mai 2025 à 17h38;Avis favorable . Tout éleveur, dès lors qu’il a fait le nécessaire pour protéger ses animaux doit être autorisé à réaliser des tirs de défense ou en demander. On ne peut pas à la fois être en faveur d’un élevage extensif de plein air pour le bien-être et la qualité des animaux et leur laisser courir un danger de prédation.;Avis favorable . Tout éleveur, dès lors qu’il a fait le nécessaire pour protéger ses animaux doit être autorisé à réaliser des tirs de défense ou en demander. On ne peut pas à la fois être en faveur d’un élevage extensif de plein air pour le bien-être et la qualité des animaux et leur laisser courir un danger de prédation.;avis favorable éleveur nécessaire pour protéger animal autorisé réaliser tir défense demander fois faveur élevage extensif plein air pour bien-être qualité animal courir danger prédation;
Avis défavorable ;27 mai 2025;16h56;Avis défavorable , le 27 mai 2025 à 16h56;"Avis défavorable . La biodiversité s’effondre déjà partout, le loup est une symbole de cet effondrement. Les moyens de défense contre les attaques existent, et doivent être augmentés, le sur-pastoralisme doit lui être revu à la baisse. Les attaques arrivent aussi car les proies naturelles de canis lupus se raréfient. Le loup reste une espèce protégée, et ce déclassement, et cette volonté de l’erradiquer à nouveau révèlent une volonté de nature ""à la carte"", qui n’est pas en accord avec l’équilibre fragile des écosystèmes. Nous devons faire avec cet animal, comme avec les autres. Le loup régule aussi les cervidés, et permet à la forêt de mieux se régénérer. Chaque espèce est utile, ne l’oublions pas.";"Avis défavorable . La biodiversité s’effondre déjà partout, le loup est une symbole de cet effondrement. Les moyens de défense contre les attaques existent, et doivent être augmentés, le sur-pastoralisme doit lui être revu à la baisse. Les attaques arrivent aussi car les proies naturelles de canis lupus se raréfient. Le loup reste une espèce protégée, et ce déclassement, et cette volonté de l’éradiquer à nouveau révèlent une volonté de nature ""à la carte"", qui n’est pas en accord avec l’équilibre fragile des écosystèmes. Nous devons faire avec cet animal, comme avec les autres. Le loup régule aussi les cervidés, et permet à la forêt de mieux se régénérer. Chaque espèce est utile, ne l’oublions pas.";avis défavorable biodiversité effondrer partout loup symbole effondrement moyen défense contre attaquer exister augmenter sur-pastoralisme revoir baisse attaquer arriver proie naturel canis lupus raréfier loup espèce protéger déclassement volonté éradiquer révéler volonté nature carte accord équilibre fragile écosystème devoir faire animal loup régule cervidé forêt mieux régénérer espèce utile oublier;
favorable;27 mai 2025;16h02;favorable, le 27 mai 2025 à 16h02;favorable. L’action de tir de défense démontre au loups des limites qu’il prend en compte par expérience.C’est un moyen supplémentaire au autres, prés-cité, important pour maintenir le loup dans une zone adéquat a sa tranquilité,loin du pastoralisme.;favorable. L’action de tir de défense démontre au loups des limites qu’il prend en compte par expérience.C’est un moyen supplémentaire au autres, prés-cité, important pour maintenir le loup dans une zone adéquat a sa tranquillité,loin du pastoralisme.;favorable action tir défense démontrer loup limite prendre compte expérience moyen supplémentaire pré cité important pour maintenir loup zone adéquat tranquillité loin pastoralisme;Favorable
Avis défavorable ;28 mai 2025;19h45;Avis défavorable , le 28 mai 2025 à 19h45;Avis défavorable . D’autres moyens existent pour préserver les troupeaux;Avis défavorable . D’autres moyens existent pour préserver les troupeaux;avis défavorable moyen exister pour préserver troupeau;
Défavorable;28 mai 2025;19h44;Défavorable, le 28 mai 2025 à 19h44;Défavorable. Respectons la nature, laissons les grands prédateurs réguler eux-mêmes au lieu de céder aux chasseurs à chaque fois.;Défavorable. Respectons la nature, laissons les grands prédateurs réguler eux-mêmes au lieu de céder aux chasseurs à chaque fois.;défavorable respecter nature laisser grand prédateur réguler lieu céder chasseur fois;
Avis défavorable;28 mai 2025;19h30;Avis défavorable, le 28 mai 2025 à 19h30;Avis défavorable. Respectons la nature et la faune sauvage en mettant fin à la régulation menée par l’homme. Protégeons sans recours aux armes léthales, ce n’est pas la solution. La nature n’a guère besoin d’une intervention humaine pour trouver son équilibre.;Avis défavorable. Respectons la nature et la faune sauvage en mettant fin à la régulation menée par l’homme. Protégeons sans recours aux armes létales, ce n’est pas la solution. La nature n’a guère besoin d’une intervention humaine pour trouver son équilibre.;avis défavorable respecter nature faune sauvage mettre fin régulation menée homme protéger recours arme létal solution nature guère besoin intervention humain pour trouver équilibre;
Défavorable ;28 mai 2025;19h24;Défavorable , le 28 mai 2025 à 19h24;Défavorable . Avis défavorable Il y a des moyens de protéger les troupeaux !;Défavorable . Avis défavorable Il y a des moyens de protéger les troupeaux !;défavorable avis défavorable moyen protéger troupeau;
Avis favorable ;28 mai 2025;19h23;Avis favorable , le 28 mai 2025 à 19h23;Avis favorable . Je suis pour cet arrêté car il permettra de protéger l’élevage traditionnelle;Avis favorable . Je suis pour cet arrêté car il permettra de protéger l’élevage traditionnelle;avis favorable pour arrêté permettre protéger élevage traditionnel;
Défavorable;28 mai 2025;09h10;Défavorable, le 28 mai 2025 à 09h10;Défavorable. Il serait temps d’écouter et de respecter la grande majorité du peuple français qui se prononce totalement contre ces abattages immondes et la chasse en général. Marre des demandes de dérogations et de l’impunité de cette minorité archaïque d’un sérail d’obscurantistes imbéciles qui ne représentent, également, qu’une lamentable minorité de voix aux élections … Réfléchissez-y une bonne fois pour toute et agissez en conséquence. Faites votre travail d’élus au lieu de pratiques de vendus.;Défavorable. Il serait temps d’écouter et de respecter la grande majorité du peuple français qui se prononce totalement contre ces abattages immondes et la chasse en général. Marre des demandes de dérogations et de l’impunité de cette minorité archaïque d’un sérail d’obscurantistes imbéciles qui ne représentent, également, qu’une lamentable minorité de voix aux élections … Réfléchissez-y une bonne fois pour toute et agissez en conséquence. Faites votre travail d’élus au lieu de pratiques de vendus.;défavorable temps écouter respecter grand majorité peuple français prononce totalement contre abattage immonde chasse général marre demande dérogation impunité minorité archaïque sérail obscurantiste imbécile représenter lamentable minorité voix élection réfléchir bon fois pour agir conséquence fait travail élu lieu pratique vendre;
Non à l’abattage des loups;28 mai 2025;09h09;Non à l’abattage des loups, le 28 mai 2025 à 09h09;"Non à l’abattage des loups. Opposée à ce qu’il y ait encore des loups tués ! Il existe des solutions pour protéger les troupeaux, il faut les appliquer ! Pourquoi se servir comme prétexte des animaux élevés pour être tués comme ""argument"" contre d’autres alors que c’est aux humains de protéger leurs animaux d’élevage ? Toujours plus de morts … Les loups étaient là avant les humains, et si pour une fois on respectait le vivant, qu’on se remettait à notre place, qui n’est celle que d’un animal parmi tant d’autres ? !";"Non à l’abattage des loups. Opposée à ce qu’il y ait encore des loups tués ! Il existe des solutions pour protéger les troupeaux, il faut les appliquer ! Pourquoi se servir comme prétexte des animaux élevés pour être tués comme ""argument"" contre d’autres alors que c’est aux humains de protéger leurs animaux d’élevage ? Toujours plus de morts … Les loups étaient là avant les humains, et si pour une fois on respectait le vivant, qu’on se remettait à notre place, qui n’est celle que d’un animal parmi tant d’autres ? !";non abattage loup opposer loup tuer exister solution pour protéger troupeau falloir appliquer servir prétexte animal élever pour tuer argument contre humain protéger animal élevage mort loup humain pour fois respecter vivant remettre place animal;
Avis défavorable;28 mai 2025;09h07;Avis défavorable, le 28 mai 2025 à 09h07;Avis défavorable. Je m’oppose à ce projet d’arrêté, qui facilite encore les dérogations à la protection du loup, une espèce pourtant même plus strictement protégée. Ce texte marque un recul important en matière de biodiversité, en autorisant davantage de tirs sans garanties sérieuses d’avoir mis en place des moyens de protection réellement efficaces. Les « mesures de réduction de la vulnérabilité » prévues sont trop vagues, peu contrôlables, et souvent déjà obligatoires ailleurs. Ce projet d’arrêté traduit une tendance inquiétante : face aux difficultés de cohabitation entre élevage extensif et faune sauvage, on choisit encore une fois d’agir sur la faune plutôt que de réformer les pratiques humaines. Le loup, espèce sauvage emblématique, devient une variable d’ajustement d’un modèle agricole en crise, au lieu de repenser l’organisation du pastoralisme à long terme. Je demande son retrait, ou à tout le moins sa révision complète, avec l’implication de scientifiques, d’associations de protection de la nature, et de représentants du pastoralisme non létal. Irina Andryushchenko-Basquin;Avis défavorable. Je m’oppose à ce projet d’arrêté, qui facilite encore les dérogations à la protection du loup, une espèce pourtant même plus strictement protégée. Ce texte marque un recul important en matière de biodiversité, en autorisant davantage de tirs sans garanties sérieuses d’avoir mis en place des moyens de protection réellement efficaces. Les « mesures de réduction de la vulnérabilité » prévues sont trop vagues, peu contrôlables, et souvent déjà obligatoires ailleurs. Ce projet d’arrêté traduit une tendance inquiétante : face aux difficultés de cohabitation entre élevage extensif et faune sauvage, on choisit encore une fois d’agir sur la faune plutôt que de réformer les pratiques humaines. Le loup, espèce sauvage emblématique, devient une variable d’ajustement d’un modèle agricole en crise, au lieu de repenser l’organisation du pastoralisme à long terme. Je demande son retrait, ou à tout le moins sa révision complète, avec l’implication de scientifiques, d’associations de protection de la nature, et de représentants du pastoralisme non létal. Irina Andryushchenko-Pasquin;avis défavorable opposer projet arrêté faciliter dérogation protection loup espèce pourtant strictement protéger texte marque recul important matière biodiversité autoriser davantage tir garantie sérieux mis place moyen protection réellement efficace mesure réduction vulnérabilité prévoir trop vague contrôlable obligatoire ailleurs projet arrêté traduire tendance inquiétant face difficulté cohabitation élevage extensif faune sauvage choisir fois agir faune réformer pratique humain loup espèce sauvage emblématique devenir variable ajustement modèle agricole crise lieu repenser organisation pastoralisme long terme demande retrait révision complet implication scientifique association protection nature représentant pastoralisme non létal irina andryushchenko pasquin;
DEFAVORABLE;28 mai 2025;11h33;DEFAVORABLE, le 28 mai 2025 à 11h33;DEFAVORABLE. Les éleveurs reçoivent des subventions pour la protection des troupeaux mais ne les mettent pas en place ! Malgré les aides, les chasseurs et éleveurs les pourchassent avec l’aide de l’État et de la loi alors que leur espèce est juridiquement protégée. L’État français cède : au lieu de protéger les loups, il ne cesse de promulguer de nouveaux arrêtés pour autoriser les tirs. Chaque année, des dizaines d’individus sont tués et des meutes décimées ! Leurs ancêtres et les nôtres savaient vivre en harmonie et leur complicité a même donné naissance aux chiens.;défavorable. Les éleveurs reçoivent des subventions pour la protection des troupeaux mais ne les mettent pas en place ! Malgré les aides, les chasseurs et éleveurs les pourchassent avec l’aide de l’État et de la loi alors que leur espèce est juridiquement protégée. L’État français cède : au lieu de protéger les loups, il ne cesse de promulguer de nouveaux arrêtés pour autoriser les tirs. Chaque année, des dizaines d’individus sont tués et des meutes décimées ! Leurs ancêtres et les nôtres savaient vivre en harmonie et leur complicité a même donné naissance aux chiens.;défavorable éleveur recevoir subvention pour protection troupeau mettre place aider chasseur éleveur pourchasser aide état loi espèce juridiquement protéger état français céder lieu protéger loup cesser promulguer nouveau arrêter pour autoriser tir année dizaine individu tuer meute décimer ancêtre savoir vivre harmonie complicité donné naissance chien;
contre la traque des loups;28 mai 2025;08h57;contre la traque des loups, le 28 mai 2025 à 08h57;contre la traque des loups. Arrêtez de traquer et de tuer les loups, ils sont déjà trop peu nombreux, ils ont le droit de vivre tout comme vous. Ceux qui veulent la peau des loups sont les premiers tueurs d’animaux puisque ce sont des éleveurs ! ceux-ci préfèrent les emmener à l abattoir, ça rapporte davantage évidemment ! au final les animaux sont tués ! Vous savez quoi, vous devriez bétonner la terre entière, comme ça plus de nature, plus d’animaux sauvages …;contre la traque des loups. Arrêtez de traquer et de tuer les loups, ils sont déjà trop peu nombreux, ils ont le droit de vivre tout comme vous. Ceux qui veulent la peau des loups sont les premiers tueurs d’animaux puisque ce sont des éleveurs ! ceux-ci préfèrent les emmener à l abattoir, ça rapporte davantage évidemment ! au final les animaux sont tués ! Vous savez quoi, vous devriez bétonner la terre entière, comme ça plus de nature, plus d’animaux sauvages …;contre traque loup arrêter traquer tuer loup trop droit vivre vouloir peau loup premier tueur animal éleveur préférer emmener l abattoir rapporter davantage évidemment final animal tuer savoir devoir bétonner terrer entier nature animal sauvage;
Avis défavorable;28 mai 2025;08h52;Avis défavorable, le 28 mai 2025 à 08h52;Avis défavorable. Les consultations précédentes ont déjà permis de constater un large consensus à ce sujet. Les Français sont contre les dérogations pour l’abattage du loup. Si on peut comprendre le désarroi des agriculteurs dans certaines situations, comment cela se fait-il que d’autres pays européens ne sont pas confrontés aux mêmes problèmes, ce qui prouve que la cohabitation avec le loup est possible. Des solutions alternatives existent, comme par exemple l’utilisation d’ânes pour protéger les troupeaux, méthode utilisée de longue date dans d’autres pays.;Avis défavorable. Les consultations précédentes ont déjà permis de constater un large consensus à ce sujet. Les Français sont contre les dérogations pour l’abattage du loup. Si on peut comprendre le désarroi des agriculteurs dans certaines situations, comment cela se faitil que d’autres pays européens ne sont pas confrontés aux mêmes problèmes, ce qui prouve que la cohabitation avec le loup est possible. Des solutions alternatives existent, comme par exemple l’utilisation d’ânes pour protéger les troupeaux, méthode utilisée de longue date dans d’autres pays.;avis défavorable consultation précédent permis constater large consensus sujet français contre dérogation pour abattage loup comprendre désarroi agriculteur situation faitil pays européen confronter problème prouver cohabitation loup solution alternative exister exemple utilisation âne pour protéger troupeau méthode utiliser longue date pays;
AVIS DEFAVORABLE;28 mai 2025;08h51;AVIS DEFAVORABLE, le 28 mai 2025 à 08h51;AVIS DEFAVORABLE. Tous les troupeaux sont protégeables , les moyens de protection reconnus existent : surveillance, chiens, parcs électrifiés… Les loups ont toute leur place sur le territoire, les tirs ne seront jamais la solution.;AVIS défavorable. Tous les troupeaux sont protégeable , les moyens de protection reconnus existent : surveillance, chiens, parcs électrifiés… Les loups ont toute leur place sur le territoire, les tirs ne seront jamais la solution.;avis défavorable troupeau protégeable moyen protection reconnaître exister surveillance chien parc électrifier loup place territoire tir jamais solution;
Défavorable ;28 mai 2025;08h30;Défavorable , le 28 mai 2025 à 08h30;Défavorable . Arrêtez de faire des consultations encore et encore ! Les français ont montré leur désaccord respectez le.;Défavorable . Arrêtez de faire des consultations encore et encore ! Les français ont montré leur désaccord respectez le.;défavorable arrêter faire consultation français montrer désaccord respecter;
Agricultrice ;28 mai 2025;06h52;Agricultrice , le 28 mai 2025 à 06h52;Agricultrice . FAVORABLE La pression augmente fortement ces dernières années sur mon secteur (Drôme ).;Agricultrice . FAVORABLE La pression augmente fortement ces dernières années sur mon secteur (Drôme ).;agriculteur favorable pression augmenter fortement dernier année secteur drôme;Favorable
Avis très favorable;28 mai 2025;12h00;Avis très favorable, le 28 mai 2025 à 12h00;Avis très favorable. Les équidés sont désormais une cible du loup, avec des attaques toujours plus nombreuses, que ce soit sur les poulains ou les adultes. Ces agressions provoquent non seulement des blessures et des morts, mais aussi des pertes indirectes importantes : avortements, stress chronique, comportements modifiés, traumatismes durables. Ce projet d’arrêté est absolument indispensable. Il est temps que les éleveurs d’équidés aient accès, eux aussi, à des moyens concrets de défense, notamment le tir en cas de menace avérée. Il est inacceptable d’attendre qu’un drame survienne pour agir.;Avis très favorable. Les équidés sont désormais une cible du loup, avec des attaques toujours plus nombreuses, que ce soit sur les poulains ou les adultes. Ces agressions provoquent non seulement des blessures et des morts, mais aussi des pertes indirectes importantes : avortements, stress chronique, comportements modifiés, traumatismes durables. Ce projet d’arrêté est absolument indispensable. Il est temps que les éleveurs d’équidés aient accès, eux aussi, à des moyens concrets de défense, notamment le tir en cas de menace avérée. Il est inacceptable d’attendre qu’un drame survienne pour agir.;avis favorable équidé cible loup attaquer poulain adulte agression provoquer non blessure mort perte indirect important avortement stress chronique comportement modifier traumatisme durable projet arrêté absolument indispensable temps éleveur équidé avoir accès moyen concret défense tir cas menace avérer inacceptable attendre drame survenir pour agir;Favorable
DÉFAVORABLE. ;28 mai 2025;19h45;DÉFAVORABLE. , le 28 mai 2025 à 19h45;DÉFAVORABLE. . Respectons l’équilibre de la nature. Comme les autres animaux les loups y participent. Stop à l’assistanat et à la facilité en tuant les loups Il y a des moyens efficaces pour protéger les troupeaux. Prendre en compte les retours d’expériences. S’inspirer de ce qui se fait dans d’autres pays.;DÉFAVORABLE. . Respectons l’équilibre de la nature. Comme les autres animaux les loups y participent. Stop à l’assistanat et à la facilité en tuant les loups Il y a des moyens efficaces pour protéger les troupeaux. Prendre en compte les retours d’expériences. S’inspirer de ce qui se fait dans d’autres pays.;défavorable respecter équilibre nature animal loup participer assistanat facilité tuer loup moyen efficace pour protéger troupeau prendre compte retour expérience inspirer pays;
